node_id,node_type,feeder_name,lon,lat,utm_x,utm_y,attributes,block_name
NODE_0406,secondary_substation,SOWETO EX LANGATA,36.7521289,-1.333625,249870.99,9852479.86,Substation Number=03457; Number of Customers=28,SIMBOLOS_N_158
NODE_0407,secondary_substation,SOWETO EX LANGATA,36.7332274,-1.3281969,247766.1,9853078.37,Substation Number=00395; Number of Customers=127,SIMBOLOS_N_158
NODE_0408,secondary_substation,SOWETO EX LANGATA,36.7509229,-1.331696,249736.53,9852693.12,Substation Number=13946B; Number of Customers=7,SIMBOLOS_N_158
NODE_0409,secondary_substation,KUWINDA EX LANGATA,36.7755382,-1.3205989,252475.86,9853923.1,Substation Number=101168; Number of Customers=52,SIMBOLOS_N_158
NODE_0410,secondary_substation,KUWINDA EX LANGATA,36.7717796,-1.3191373,252057.26,9854084.4,Substation Number=03141; Number of Customers=180,SIMBOLOS_N_158
NODE_0411,secondary_substation,SOWETO EX LANGATA,36.7404244,-1.353547,248569.95,9850274.95,Substation Number=45196; Number of Customers=5,SIMBOLOS_N_158
NODE_0412,secondary_substation,KUWINDA EX LANGATA,36.7609142,-1.3197536,250847.68,9854015.15,Substation Number=104077; Number of Customers=0,SIMBOLOS_N_158
NODE_0413,secondary_substation,NDALATI EX LANGATA,36.7863873,-1.316497,253683.29,9854377.91,Substation Number=03839; Number of Customers=76,SIMBOLOS_N_158
NODE_0414,secondary_substation,NGEI EX LANGATA,36.7586916,-1.327127,250600.97,9853199.31,Substation Number=31260; Number of Customers=16,SIMBOLOS_N_158
NODE_0415,secondary_substation,SOWETO EX LANGATA,36.7423423,-1.3323933,248781.31,9852615.1,Substation Number=04371 ; Number of Customers=30,SIMBOLOS_N_158
NODE_0416,secondary_substation,SOWETO EX LANGATA,36.7496246,-1.3636487,249595.25,9849158.49,Substation Number=KLGT105; Number of Customers=37,SIMBOLOS_N_158
NODE_0417,secondary_substation,SOWETO EX LANGATA,36.7546101,-1.3543981,250149.34,9850182.28,Substation Number=175528; Number of Customers=1,SIMBOLOS_N_158
NODE_0418,secondary_substation,SOWETO EX LANGATA,36.7367878,-1.3444862,248164.15,9851276.85,Substation Number=191409; Number of Customers=0,SIMBOLOS_N_158
NODE_0419,secondary_substation,SOWETO EX LANGATA,36.755954,-1.3442193,250297.92,9851308.35,Substation Number=136305; Number of Customers=4,SIMBOLOS_N_158
NODE_0420,secondary_substation,KAREN HOSPITAL EX LANGATA,36.7998625,-1.331148,255184.9,9852758.65,Substation Number=101211; Number of Customers=0,SIMBOLOS_N_158
NODE_0421,secondary_substation,SOWETO EX LANGATA,36.7636835,-1.3607184,251160.13,9849484.08,Substation Number=169238; Number of Customers=1,SIMBOLOS_N_158
NODE_0422,secondary_substation,SOWETO EX LANGATA,36.735147,-1.3371639,247980.72,9852086.67,Substation Number=264058,SIMBOLOS_N_158
NODE_0423,secondary_substation,NDALATI EX LANGATA,36.7779912,-1.3170904,252748.61,9854311.44,Substation Number=30284; Number of Customers=106,SIMBOLOS_N_158
NODE_0424,secondary_substation,NDALATI EX LANGATA,36.7768095,-1.3047236,252615.83,9855679.26,Substation Number=143392; Number of Customers=0,SIMBOLOS_N_158
NODE_0425,secondary_substation,NDALATI EX LANGATA,36.7869011,-1.3174111,253740.57,9854276.85,Substation Number=33945; Number of Customers=0,SIMBOLOS_N_158
NODE_0426,secondary_substation,NDALATI EX LANGATA,36.786199,-1.317507,253662.42,9854266.17,Substation Number=03838; Number of Customers=59,SIMBOLOS_N_158
NODE_0427,secondary_substation,SOWETO EX LANGATA,36.7481495,-1.3445211,249429.07,9851274.16,Substation Number=03878; Number of Customers=37,SIMBOLOS_N_158
NODE_0428,secondary_substation,SOWETO EX LANGATA,36.7559173,-1.3763439,250297.14,9847754.85,Substation Number=00450; Number of Customers=32,SIMBOLOS_N_158
NODE_0429,secondary_substation,SOWETO EX LANGATA,36.7557248,-1.3586565,250273.87,9849711.33,Substation Number=45161; Number of Customers=0,SIMBOLOS_N_158
NODE_0430,secondary_substation,SOWETO EX LANGATA,36.7483252,-1.32428,249446.58,9853513.18,Substation Number=02373; Number of Customers=34,SIMBOLOS_N_158
NODE_0431,secondary_substation,SOWETO EX LANGATA,36.7473937,-1.3317505,249343.62,9852686.73,Substation Number=15419; Number of Customers=13,SIMBOLOS_N_158
NODE_0432,secondary_substation,SOWETO EX LANGATA,36.7476072,-1.3469028,249368.94,9851010.65,Substation Number=00403; Number of Customers=83,SIMBOLOS_N_158
NODE_0433,secondary_substation,SOWETO EX LANGATA,36.7499428,-1.3567296,249629.97,9849923.89,Substation Number=13192B; Number of Customers=16,SIMBOLOS_N_158
NODE_0434,secondary_substation,SOWETO EX LANGATA,36.7464106,-1.3589512,249236.95,9849677.77,Substation Number=14355; Number of Customers=5,SIMBOLOS_N_158
NODE_0435,secondary_substation,SOWETO EX LANGATA,36.7498978,-1.3663564,249625.96,9848859.0,Substation Number=03254; Number of Customers=23,SIMBOLOS_N_158
NODE_0436,secondary_substation,NDALATI EX LANGATA,36.7813757,-1.3128453,253124.98,9854781.34,Substation Number=182716; Number of Customers=0,SIMBOLOS_N_158
NODE_0437,secondary_substation,SOWETO EX LANGATA,36.744711,-1.3513433,249046.95,9850519.16,Substation Number=16036; Number of Customers=16,SIMBOLOS_N_158
NODE_0438,secondary_substation,SOWETO EX LANGATA,36.7421051,-1.3516672,248756.86,9850483.07,Substation Number=12517; Number of Customers=19,SIMBOLOS_N_158
NODE_0439,secondary_substation,SOWETO EX LANGATA,36.746031,-1.3511112,249193.89,9850544.97,Substation Number=00430; Number of Customers=16,SIMBOLOS_N_158
NODE_0440,secondary_substation,SOWETO EX LANGATA,36.7461555,-1.3558872,249208.24,9850016.68,Substation Number=00452; Number of Customers=37,SIMBOLOS_N_158
NODE_0441,secondary_substation,SOWETO EX LANGATA,36.7425765,-1.3486844,248809.04,9850813.06,Substation Number=G 29569; Number of Customers=10,SIMBOLOS_N_158
NODE_0442,secondary_substation,SOWETO EX LANGATA,36.7609388,-1.3594634,250854.43,9849622.62,Substation Number=00455; Number of Customers=69,SIMBOLOS_N_158
NODE_0443,secondary_substation,NDALATI EX LANGATA,36.788068,-1.3163343,253870.38,9854396.06,Substation Number=181472; Number of Customers=0,SIMBOLOS_N_158
NODE_0444,secondary_substation,NDALATI EX LANGATA,36.7842356,-1.3086113,253442.96,9855249.96,Substation Number=01723; Number of Customers=179,SIMBOLOS_N_158
NODE_0445,secondary_substation,SOWETO EX LANGATA,36.7332485,-1.3334068,247768.98,9852502.07,Substation Number=02418; Number of Customers=3,SIMBOLOS_N_158
NODE_0446,secondary_substation,HARDY EX LANGATA,36.7883672,-1.3195495,253904.01,9854040.45,Substation Number=03900B; Number of Customers=261,SIMBOLOS_N_158
NODE_0447,secondary_substation,KAREN HOSPITAL EX LANGATA,36.8107128,-1.3266673,256392.39,9853255.34,Substation Number=101194; Number of Customers=96,SIMBOLOS_N_158
NODE_0448,secondary_substation,NDALATI EX LANGATA,36.7799249,-1.3123767,252963.42,9854833.03,Substation Number=31256; Number of Customers=0,SIMBOLOS_N_158
NODE_0449,secondary_substation,SOWETO EX LANGATA,36.7626577,-1.3651891,251046.38,9848989.45,Substation Number=00459; Number of Customers=27,SIMBOLOS_N_158
NODE_0450,secondary_substation,SOWETO EX LANGATA,36.7558491,-1.378288,250289.74,9847539.79,Substation Number=16370; Number of Customers=49,SIMBOLOS_N_158
NODE_0451,secondary_substation,SOWETO EX LANGATA,36.7515212,-1.3407206,249804.05,9851694.91,Substation Number=13949; Number of Customers=9,SIMBOLOS_N_158
NODE_0452,secondary_substation,NDALATI EX LANGATA,36.785079,-1.3178803,253537.77,9854224.76,Substation Number=03837; Number of Customers=262,SIMBOLOS_N_158
NODE_0453,secondary_substation,KUWINDA EX LANGATA,36.7776138,-1.3235314,252707.22,9853598.94,Substation Number=01627; Number of Customers=143,SIMBOLOS_N_158
NODE_0454,secondary_substation,MAGADI  EX LANGATA,36.7673128,-1.3692656,251565.04,9848539.01,Substation Number=32013T; Number of Customers=17,SIMBOLOS_N_158
NODE_0455,secondary_substation,NGEI EX LANGATA,36.755339,-1.3246696,250227.48,9853470.79,Substation Number=03685; Number of Customers=35,SIMBOLOS_N_158
NODE_0456,secondary_substation,SOWETO EX LANGATA,36.7593936,-1.3727911,250683.78,9848148.21,Substation Number=02189; Number of Customers=13,SIMBOLOS_N_158
NODE_0457,secondary_substation,SOWETO EX LANGATA,36.745689,-1.3717974,249157.96,9848256.69,Substation Number=00446; Number of Customers=35,SIMBOLOS_N_158
NODE_0458,secondary_substation,SOWETO EX LANGATA,36.7462861,-1.3782897,249225.11,9847538.6,Substation Number=03907; Number of Customers=47,SIMBOLOS_N_158
NODE_0459,secondary_substation,SOWETO EX LANGATA,36.7481787,-1.3787837,249435.86,9847484.16,Substation Number=13073; Number of Customers=22,SIMBOLOS_N_158
NODE_0460,secondary_substation,NGEI EX LANGATA,36.7543398,-1.3225003,250116.01,9853710.65,Substation Number=104076; Number of Customers=1,SIMBOLOS_N_158
NODE_0461,secondary_substation,KUWINDA EX LANGATA,36.7770079,-1.3259086,252640.01,9853335.92,Substation Number=32323B; Number of Customers=19,SIMBOLOS_N_158
NODE_0462,secondary_substation,NDALATI EX LANGATA,36.7829237,-1.3188986,253297.92,9854111.91,Substation Number=31106; Number of Customers=1,SIMBOLOS_N_158
NODE_0463,secondary_substation,NDALATI EX LANGATA,36.7822993,-1.3182287,253228.34,9854185.95,Substation Number=31615; Number of Customers=0,SIMBOLOS_N_158
NODE_0464,secondary_substation,KUWINDA EX LANGATA,36.776946,-1.3231734,252632.85,9853638.47,Substation Number=101164; Number of Customers=217,SIMBOLOS_N_158
NODE_0465,secondary_substation,SOWETO EX LANGATA,36.7545916,-1.3541789,250147.25,9850206.51,Substation Number=106612; Number of Customers=9,SIMBOLOS_N_158
NODE_0466,secondary_substation,NDALATI EX LANGATA,36.7810836,-1.3206776,253093.23,9853914.95,Substation Number=02006; Number of Customers=62,SIMBOLOS_N_158
NODE_0467,secondary_substation,NDALATI EX LANGATA,36.7771456,-1.313988,252654.16,9854654.52,Substation Number=101183; Number of Customers=0,SIMBOLOS_N_158
NODE_0468,secondary_substation,SOWETO EX LANGATA,36.7615531,-1.3699486,250923.9,9848462.86,Substation Number=00464; Number of Customers=14,SIMBOLOS_N_158
NODE_0469,secondary_substation,SOWETO EX LANGATA,36.7515609,-1.3376403,249808.16,9852035.64,Substation Number=106789; Number of Customers=54,SIMBOLOS_N_158
NODE_0470,secondary_substation,SOWETO EX LANGATA,36.7564374,-1.3386014,250351.17,9851929.82,Substation Number=14534; Number of Customers=17,SIMBOLOS_N_158
NODE_0471,secondary_substation,KUWINDA EX LANGATA,36.7806969,-1.3291218,253051.02,9852980.86,Substation Number=02924; Number of Customers=24,SIMBOLOS_N_158
NODE_0472,secondary_substation,SOWETO EX LANGATA,36.7345793,-1.317979,247915.58,9854208.79,Substation Number=104072; Number of Customers=0,SIMBOLOS_N_158
NODE_0473,secondary_substation,SOWETO EX LANGATA,36.74516,-1.3791319,249099.82,9847445.32,Substation Number=168973; Number of Customers=3,SIMBOLOS_N_158
NODE_0474,secondary_substation,KUWINDA EX LANGATA,36.7817401,-1.3262192,253166.87,9853302.03,Substation Number=15852; Number of Customers=86,SIMBOLOS_N_158
NODE_0475,secondary_substation,NDALATI EX LANGATA,36.7859037,-1.3184502,253629.64,9854161.81,Substation Number=33944; Number of Customers=0,SIMBOLOS_N_158
NODE_0476,secondary_substation,NDALATI EX LANGATA,36.7848662,-1.3166121,253513.95,9854365.03,Substation Number=30507; Number of Customers=65,SIMBOLOS_N_158
NODE_0477,secondary_substation,NDALATI EX LANGATA,36.7821191,-1.3162177,253208.08,9854408.38,Substation Number=32219; Number of Customers=95,SIMBOLOS_N_158
NODE_0478,secondary_substation,SOWETO EX LANGATA,36.7585619,-1.3611835,250589.99,9849432.1,Substation Number=04970B; Number of Customers=237,SIMBOLOS_N_158
NODE_0479,secondary_substation,HARDY EX LANGATA,36.7886873,-1.322912,253939.97,9853668.55,Substation Number=03901B; Number of Customers=165,SIMBOLOS_N_158
NODE_0480,secondary_substation,NDALATI EX LANGATA,36.7829039,-1.321131,253295.93,9853864.98,Substation Number=101220; Number of Customers=460,SIMBOLOS_N_158
NODE_0481,secondary_substation,SOWETO EX LANGATA,36.7532118,-1.3381538,249992.01,9851979.02,Substation Number=00400; Number of Customers=63,SIMBOLOS_N_158
NODE_0482,secondary_substation,OTIENDE EX LANGATA,36.76631,-1.3354016,251449.96,9852284.78,Substation Number=01864; Number of Customers=17,SIMBOLOS_N_158
NODE_0483,secondary_substation,KUWINDA EX LANGATA,36.7776518,-1.3207543,252711.19,9853906.12,Substation Number=G46138; Number of Customers=303,SIMBOLOS_N_158
NODE_0484,secondary_substation,SOWETO EX LANGATA,36.7414539,-1.3224451,248681.4,9853715.46,Substation Number=104073; Number of Customers=0,SIMBOLOS_N_158
NODE_0485,secondary_substation,NDALATI EX LANGATA,36.780184,-1.312095,252992.24,9854864.21,Substation Number=45592; Number of Customers=8,SIMBOLOS_N_158
NODE_0486,secondary_substation,NDALATI EX LANGATA,36.7845313,-1.3201087,253477.01,9853978.22,Substation Number=03441; Number of Customers=115,SIMBOLOS_N_158
NODE_0487,secondary_substation,NDALATI EX LANGATA,36.7781379,-1.3110893,252764.35,9854975.26,Substation Number=144987; Number of Customers=0,SIMBOLOS_N_158
NODE_0488,secondary_substation,SOWETO EX LANGATA,36.7583901,-1.3345105,250568.14,9852382.54,Substation Number=204430,SIMBOLOS_N_158
NODE_0489,secondary_substation,NDALATI EX LANGATA,36.7767603,-1.3103927,252610.91,9855052.18,Substation Number=02437A; Number of Customers=275,SIMBOLOS_N_158
NODE_0490,secondary_substation,NDALATI EX LANGATA,36.7764904,-1.3110062,252580.92,9854984.29,Substation Number=G73697; Number of Customers=162,SIMBOLOS_N_158
NODE_0491,secondary_substation,SOWETO EX LANGATA,36.7462402,-1.3544273,249217.52,9850178.17,Substation Number=00453B; Number of Customers=1,SIMBOLOS_N_158
NODE_0492,secondary_substation,SOWETO EX LANGATA,36.7358712,-1.3291301,248060.54,9852975.42,Substation Number=16372; Number of Customers=0,SIMBOLOS_N_158
NODE_0493,secondary_substation,NDALATI EX LANGATA,36.7800058,-1.3177781,252972.96,9854235.57,Substation Number=G70609; Number of Customers=84,SIMBOLOS_N_158
NODE_0494,secondary_substation,SOWETO EX LANGATA,36.7624534,-1.3438596,251021.46,9851348.8,Substation Number=01956; Number of Customers=5,SIMBOLOS_N_158
NODE_0495,secondary_substation,HARDY EX LANGATA,36.7830254,-1.3258935,253309.93,9853338.19,Substation Number=03691; Number of Customers=195,SIMBOLOS_N_158
NODE_0496,secondary_substation,NGEI EX LANGATA,36.7759257,-1.3331879,252520.26,9852530.61,Substation Number=00406; Number of Customers=4,SIMBOLOS_N_158
NODE_0497,secondary_substation,NDALATI EX LANGATA,36.7776797,-1.3093391,252713.16,9855168.81,Substation Number=32284; Number of Customers=253,SIMBOLOS_N_158
NODE_0498,secondary_substation,SOWETO EX LANGATA,36.7554121,-1.3375887,250236.91,9852041.74,Substation Number=234229,SIMBOLOS_N_158
NODE_0499,secondary_substation,SOWETO EX LANGATA,36.7513364,-1.3473232,249784.15,9850964.53,Substation Number=106810; Number of Customers=2,SIMBOLOS_N_158
NODE_0500,secondary_substation,HARDY EX LANGATA,36.7863145,-1.3200966,253675.53,9853979.73,Substation Number=33946; Number of Customers=0,SIMBOLOS_N_158
NODE_0501,secondary_substation,MAGADI  EX LANGATA,36.7658539,-1.3777713,251403.51,9847598.0,Substation Number=00462B; Number of Customers=61,SIMBOLOS_N_158
NODE_0502,secondary_substation,KUWINDA EX LANGATA,36.7729988,-1.3193107,252193.02,9854065.35,Substation Number=14155B; Number of Customers=5,SIMBOLOS_N_158
NODE_0503,secondary_substation,SOWETO EX LANGATA,36.74398,-1.3368619,248964.09,9852120.97,Substation Number=00398; Number of Customers=5,SIMBOLOS_N_158
NODE_0504,secondary_substation,KUWINDA EX LANGATA,36.7752505,-1.3200435,252443.77,9853984.51,Substation Number=31184B; Number of Customers=136,SIMBOLOS_N_158
NODE_0505,secondary_substation,HARDY EX LANGATA,36.785393,-1.3252818,253573.45,9853406.09,Substation Number=03692B; Number of Customers=48,SIMBOLOS_N_158
NODE_0506,secondary_substation,NGEI EX LANGATA,36.7677832,-1.3337839,251613.81,9852463.87,Substation Number=205526,SIMBOLOS_N_158
NODE_0507,secondary_substation,OTIENDE EX LANGATA,36.7652574,-1.3360836,251332.84,9852209.23,Substation Number=33631; Number of Customers=23,SIMBOLOS_N_158
NODE_0508,secondary_substation,KUWINDA EX LANGATA,36.7802524,-1.3274922,253001.37,9853161.08,Substation Number=03056; Number of Customers=58,SIMBOLOS_N_158
NODE_0509,secondary_substation,SOWETO EX LANGATA,36.7599677,-1.3653451,250746.92,9848971.92,Substation Number=00458; Number of Customers=59,SIMBOLOS_N_158
NODE_0510,secondary_substation,SOWETO EX LANGATA,36.7641257,-1.3609277,251209.38,9849460.97,Substation Number=14156; Number of Customers=2,SIMBOLOS_N_158
NODE_0511,secondary_substation,MAGADI  EX LANGATA,36.7739974,-1.3758874,252309.91,9847807.23,Substation Number=02037; Number of Customers=1,SIMBOLOS_N_158
NODE_0512,secondary_substation,KAREN HOSPITAL EX LANGATA,36.8071525,-1.327018,255996.07,9853216.2,Substation Number=196205; Number of Customers=0,SIMBOLOS_N_158
NODE_0513,secondary_substation,SOWETO EX LANGATA,36.762926,-1.3594322,251075.66,9849626.28,Substation Number=32287; Number of Customers=0,SIMBOLOS_N_158
NODE_0514,primary_substation,LANGATA SUBSTATION,36.7570972,-1.3393836,250424.7,9851843.37,Name=LANGATA 66KV   11KV,SIMBOLOS_N_1102
