INCIDENCE,DESC_INCIDENCIA,DETECTION_DATE,FY,RESOLUTION_DATE,CAUSE_SUBTYPE,CAUSE_TYPE,CAUSE,CURRENT_STATUS,REGION,COUNTY,INCIDENCE_TYPE,SR_DURATION,MAX_DEMAND,AFFECTED_CUSTOMERS,INSTALATION,INSTALATION_1,PARENT,INSTALATION_TYPE,FBBU_NAME,MONTH_YEAR,DURATION_HRS,LOSS_GWHRS,LOSS_MILLION_KSH,NUMERATOR_SAIFI,NUMERATOR_SAIDI,hour,month,dow,outage_class,date,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,et0_fao_evapotranspiration,heavy_rain_day,high_wind_day,is_public_holiday,is_long_weekend,days_to_next_holiday,days_since_holiday,day_of_week,day_of_year,year,is_weekend,month_sin,month_cos,dow_sin,dow_cos,hour_sin,hour_cos,season_long_dry,season_long_rains,season_short_dry,season_short_rains,max_demand_kva,affected_customers,feeder_id,total_length_km,n_secondary_subs,n_switches,avg_segment_m,bbox_area_km2,events_last_7d,events_last_30d,days_since_last,feeder_event_share,storm_index,rain_season_interaction,demand_load_factor
3078309,Sustained fault Kuwinda ex Langata,2024-04-01 03:24:00,2023,2024-04-01 10:21:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,UNESTABLISHED FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,417,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2024,6.95,0.006693545,0.09370963,2020,14039.0,3,4,0,1,2024-04-01,2.9999998,5.124451,12.3,4.1988397,0,1,1,1,9,3,0,92,2024,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.7071067811865475,0.7071067811865476,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,0,38.0,0.10425531914893617,36.89999754,2.9999998,0.0
3080947,TRANSIENT FAULT,2024-04-10 23:08:00,2023,2024-04-10 23:11:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,3,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2024,0.05,4.8155e-05,0.00067417,2020,101.0,23,4,2,1,2024-04-10,0.0,4.7759814,12.0,5.1439505,0,1,1,1,21,9,2,101,2024,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.25881904510252157,0.9659258262890681,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,9.0,0.10425531914893617,0.0,0.0,1656.0
3081682,Transient fault,2024-04-13 16:30:00,2023,2024-04-13 16:34:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,4,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2024,0.0666666666666667,6.42066666666667e-05,0.000898893333333333,2020,134.666666666667,16,4,5,1,2024-04-13,3.6,3.905125,9.3,3.7560656,0,0,0,0,18,3,5,104,2024,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,2,2.0,0.10425531914893617,33.480000000000004,3.6,3312.0
3081959,Sustained fault on Kuwinda ex Langata byd ARY 5178. Informed Karen office,2024-04-15 01:36:00,2023,2024-04-15 16:06:00,MV Conductor,CONDUCTORS,BROKEN MV JUMPER,Resolved,Nairobi,Nairobi West County,Non Programmed,870,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2024,14.5,0.01396495,0.1955093,2020,29290.0,1,4,0,3,2024-04-15,4.0000005,3.3120992,8.6,4.2167006,0,0,0,0,16,5,0,106,2024,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.25881904510252074,0.9659258262890683,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,2,3,1.0,0.10425531914893617,34.40000429999999,4.0000005,4968.0
3082169,Broken jumper before ARY5178,2024-04-15 17:27:00,2023,2024-04-15 18:51:00,MV Conductor,CONDUCTORS,BROKEN MV JUMPER,Resolved,Nairobi,Nairobi West County,Non Programmed,84,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2024,1.4,0.00134834,0.01887676,2020,2828.0,17,4,0,3,2024-04-15,4.0000005,3.3120992,8.6,4.2167006,0,0,0,0,16,5,0,106,2024,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,3,4,0.0,0.10425531914893617,34.40000429999999,4.0000005,6624.0
3088016,Transient fault,2024-05-05 11:19:00,2023,2024-05-05 11:21:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,2,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,05-2024,0.0333333333333333,3.21033333333333e-05,0.000449446666666667,2020,67.3333333333333,11,5,6,1,2024-05-05,9.400001,3.224903,7.7,3.466232,0,0,0,0,5,4,6,126,2024,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,4,19.0,0.10425531914893617,72.3800077,9.400001,6624.0
3090969,"Kuwinda ex Langata off awaiting operator, Mageto informed.",2024-05-16 17:41:00,2023,2024-05-16 18:49:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,UNESTABLISHED FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,68,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,05-2024,1.13333333333333,0.00109151333333333,0.0152811866666667,2020,2289.33333333333,17,5,3,1,2024-05-16,1.7000002,2.9120438,5.6,3.9091175,0,0,0,0,16,6,3,137,2024,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9659258262890683,-0.25881904510252063,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,11.0,0.10425531914893617,9.52000112,1.7000002,1656.0
3092927,"Kuwinda ex Langata off awaiting operator, Waweru informed.",2024-05-24 15:11:00,2023,2024-05-24 16:18:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,67,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,05-2024,1.11666666666667,0.00107546166666667,0.0150564633333333,2020,2255.66666666667,15,5,4,1,2024-05-24,1.3000001,2.9529645,8.3,3.90832,0,0,0,0,8,14,4,145,2024,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,2,7.0,0.10425531914893617,10.790000830000002,1.3000001,3312.0
3101159,Transient fault,2024-07-04 09:36:00,2024,2024-07-04 09:40:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,3,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,07-2024,0.05,4.8155e-05,0.00067417,2020,101.0,9,7,3,1,2024-07-04,0.0,3.8275316,9.9,3.9731746,0,0,0,0,98,9,3,186,2024,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,0,40.0,0.10425531914893617,0.0,0.0,0.0
3101238,KUWINDA EX LANGATA,2024-07-04 14:50:47,2024,2024-07-04 14:52:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,1,1603.0,2393,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,07-2024,0.0166666666666667,2.67166666666667e-05,0.000374033333333333,2393,39.8833333333333,14,7,3,1,2024-07-04,0.0,3.8275316,9.9,3.9731746,0,0,0,0,98,9,3,186,2024,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,1,0.0,0.10425531914893617,0.0,0.0,1656.0
3105398,Trace maintenance,2024-07-26 08:29:00,2024,2024-07-26 17:13:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED SYSTEM OPERATION,Resolved,Nairobi,Nairobi West County,Non Programmed,524,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,07-2024,8.73333333333333,0.00841107333333333,0.117755026666667,2020,17641.3333333333,8,7,4,2,2024-07-26,2.6999998,2.751363,6.8,3.5271113,0,0,0,0,76,31,4,208,2024,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,2,21.0,0.10425531914893617,18.35999864,0.0,3312.0
3105617,controlled,2024-07-27 13:41:00,2024,2024-07-27 13:50:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED TO CARRY OUT REPAIRS,Resolved,Nairobi,Nairobi West County,Non Programmed,9,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,07-2024,0.15,0.000144465,0.00202251,2020,303.0,13,7,5,2,2024-07-27,0.90000004,2.8999999,8.2,3.4409053,0,0,0,0,75,32,5,209,2024,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890683,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,3,1.0,0.10425531914893617,7.3800003279999995,0.0,4968.0
3112703,Kuwinda ex Langata controlled byd AY 5306 for trace maintenance.,2024-09-04 07:31:00,2024,2024-09-04 16:58:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED SYSTEM OPERATION,Resolved,Nairobi,Nairobi West County,Non Programmed,567,963.1,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,09-2024,9.45,0.009101295,0.12741813,2020,19089.0,7,9,2,2,2024-09-04,2.7,3.8832977,10.1,3.1894777,0,1,0,0,36,71,2,248,2024,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.9659258262890683,-0.25881904510252063,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,0,38.0,0.10425531914893617,27.27,0.0,0.0
3116966,Controlled to repair broken jumper,2024-09-25 12:04:00,2024,2024-09-25 12:52:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED TO CARRY OUT REPAIRS,Resolved,Nairobi,Nairobi West County,Non Programmed,48,1656.0,2020,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,09-2024,0.8,0.0013248,0.0185472,2020,1616.0,12,9,2,2,2024-09-25,0.0,3.7980258,10.2,4.191907,0,1,0,0,15,92,2,269,2024,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,21.0,0.10425531914893617,0.0,0.0,1656.0
3122585,controlled,2024-10-19 15:19:00,2024,2024-10-19 17:00:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED TO CARRY OUT REPAIRS,Resolved,Nairobi,Nairobi West County,Non Programmed,101,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,10-2024,1.68333333333333,0.00162121833333333,0.0226970566666667,2139,3600.65,15,10,5,2,2024-10-19,1.4000001,3.8832974,10.2,2.578633,0,1,0,1,1,9,5,293,2024,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,0,0,0,1,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,24.0,0.10425531914893617,14.280001019999998,0.0,1656.0
3124845,Trace maintenance,2024-10-30 09:21:00,2024,2024-10-30 17:40:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,499,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,10-2024,8.31666666666667,0.00800978166666666,0.112136943333333,2139,17789.35,9,10,2,1,2024-10-30,0.0,4.0807476,10.1,5.820365,0,1,0,0,2,9,2,304,2024,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.7071067811865476,-0.7071067811865475,0,0,0,1,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,10.0,0.10425531914893617,0.0,0.0,1656.0
3125680,TRANSIENT,2024-11-03 02:13:00,2024,2024-11-03 02:16:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,3,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,11-2024,0.05,4.8155e-05,0.00067417,2139,106.95,2,11,6,1,2024-11-03,0.9000001,4.7278433,10.7,5.5580773,0,1,0,1,39,2,6,308,2024,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,1,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,2,3.0,0.10425531914893617,9.630001069999999,0.0,3312.0
3125986,Tranisient fault,2024-11-04 14:42:00,2024,2024-11-04 14:47:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,5,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,11-2024,0.0833333333333333,8.02583333333333e-05,0.00112361666666667,2139,178.25,14,11,0,1,2024-11-04,0.2,3.427098,9.0,5.4828362,0,0,0,1,38,3,0,309,2024,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,1656.0,2393,2,3.1784,28,8,40.75,1.5892,2,3,1.0,0.10425531914893617,1.8,0.0,4968.0
3134793,Transient fault,2024-12-10 16:48:00,2024,2024-12-10 16:51:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,3,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,12-2024,0.05,4.8155e-05,0.00067417,2139,106.95,16,12,1,1,2024-12-10,1.7,5.6508846,12.9,4.9520187,0,1,0,0,2,39,1,345,2024,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,0,0,0,1,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,0,36.0,0.10425531914893617,21.93,0.0,0.0
3135695,Transient fault,2024-12-15 02:28:00,2024,2024-12-15 03:47:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,79,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,12-2024,1.31666666666667,0.00126808166666667,0.0177531433333333,2139,2816.35,2,12,6,1,2024-12-15,0.4,4.88083,10.1,5.0823193,0,1,0,0,10,3,6,350,2024,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,1,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,1,4.0,0.10425531914893617,4.04,0.0,1656.0
3143485,Transient fault,2025-01-22 23:13:00,2024,2025-01-22 23:20:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,7,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,01-2025,0.116666666666667,0.000112361666666667,0.00157306333333333,2139,249.55,23,1,2,1,2025-01-22,0.0,5.4424257,10.9,5.9946156,0,1,0,0,67,21,2,22,2025,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.25881904510252157,0.9659258262890681,0,0,1,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,0,38.0,0.10425531914893617,0.0,0.0,0.0
3148197,Transient fault,2025-02-11 14:05:00,2024,2025-02-11 14:16:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,11,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,02-2025,0.183333333333333,0.000176568333333333,0.00247195666666667,2139,392.15,14,2,1,1,2025-02-11,0.1,6.1987906,14.2,6.0881433,0,1,0,0,47,41,1,42,2025,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,1,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,19.0,0.10425531914893617,1.42,0.0,1656.0
3149703,Incidence no: 3149703 has automatically been generated from shutdown  no: 82993,2025-02-18 09:00:00,2024,2025-02-18 16:11:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED  FOR CLEARANCE,Resolved,Nairobi,Nairobi West County,Programmed,431,963.1,2139,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,02-2025,7.18333333333333,0.00691826833333333,0.0968557566666667,2139,15365.15,9,2,1,2,2025-02-18,0.0,5.3333855,12.7,6.9625735,0,1,0,0,40,48,1,49,2025,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475,0,0,1,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,2,6.0,0.10425531914893617,0.0,0.0,3312.0
3157066,Sustained fault,2025-03-18 11:41:00,2024,2025-03-18 12:52:00,Tree Branch on Power Line,TREE/ OBJECT CONTACT,TREE BRANCH ON POWER LINE,Resolved,Nairobi,Nairobi West County,Non Programmed,71,963.1,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,03-2025,1.18333333333333,0.00113966833333333,0.0159553566666667,2155,2550.08333333333,11,3,1,3,2025-03-18,4.3,5.13858,12.0,4.524694,0,1,0,0,12,76,1,77,2025,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,28.0,0.10425531914893617,51.599999999999994,4.3,1656.0
3159171,Controlled for clearance on Karen Hospital feeder,2025-03-25 12:52:00,2024,2025-03-25 13:01:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED  FOR CLEARANCE,Resolved,Nairobi,Nairobi West County,Non Programmed,9,963.1,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,03-2025,0.15,0.000144465,0.00202251,2155,323.25,12,3,1,2,2025-03-25,1.6000001,4.2101073,10.1,4.6814346,0,1,0,0,5,83,1,84,2025,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,7.0,0.10425531914893617,16.16000101,1.6000001,1656.0
3165477,Transient fault,2025-04-18 20:57:00,2024,2025-04-18 21:00:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,3,963.1,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2025,0.05,4.8155e-05,0.00067417,2155,107.75,20,4,4,1,2025-04-18,1.3000001,4.396021,9.8,4.76939,0,0,1,1,3,18,4,108,2025,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,24.0,0.10425531914893617,12.740000980000001,1.3000001,1656.0
3166131,Transient fault,2025-04-21 16:59:00,2024,2025-04-21 17:08:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,9,963.1,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2025,0.15,0.000144465,0.00202251,2155,323.25,16,4,0,1,2025-04-21,4.3999996,3.8422,8.9,3.7680318,0,0,1,1,10,3,0,111,2025,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,2,2.0,0.10425531914893617,39.15999644,4.3999996,3312.0
3166486,KUWINDA EX LANGATA,2025-04-23 00:08:16,2024,2025-04-23 00:10:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,2,963.0,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,04-2025,0.0333333333333333,3.21e-05,0.0004494,2155,71.8333333333333,0,4,2,1,2025-04-23,5.7999997,4.8584976,12.6,2.4520488,0,1,0,0,8,2,2,113,2025,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,2,3,1.0,0.10425531914893617,73.07999622,5.7999997,4968.0
3172639,A Trip on fault awaiting operator,2025-05-19 10:17:00,2024,2025-05-19 12:11:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,114,963.1,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,05-2025,1.9,0.00182989,0.02561846,2155,4094.5,10,5,0,1,2025-05-19,2.3000002,3.800329,9.9,3.0921688,0,0,0,0,13,18,0,139,2025,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,2,26.0,0.10425531914893617,22.77000198,2.3000002,3312.0
3173157,KUWINDA EX LANGATA,2025-05-21 16:21:05,2024,2025-05-21 17:07:00,Tree Branch on Power Line,TREE/ OBJECT CONTACT,TREE BRANCH ON POWER LINE,Resolved,Nairobi,Nairobi West County,Non Programmed,46,963.0,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,05-2025,0.766666666666667,0.0007383,0.0103362,2155,1652.16666666667,16,5,2,3,2025-05-21,0.90000004,3.1400635,7.8,3.9502518,0,0,0,0,11,20,2,141,2025,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,0,1,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,1,3,2.0,0.10425531914893617,7.020000312,0.90000004,4968.0
3181126,sustained fault,2025-06-30 20:17:00,2024,2025-06-30 21:29:00,Vandalism  Related cases,VANDALISM,VANDALISED EQUIPMENT/ INSTALLATION,Resolved,Nairobi,Nairobi West County,Non Programmed,72,963.1,2155,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,06-2025,1.2,0.00115572,0.01618008,2155,2586.0,20,6,0,3,2025-06-30,0.0,3.2163644,7.6,2.4864354,0,0,0,0,102,28,0,181,2025,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,0,40.0,0.10425531914893617,0.0,0.0,0.0
3190377,Contolled,2025-08-16 07:29:00,2025,2025-08-16 17:18:00,Controlled System Operation,CONTROLLED INTERRUPTION,CONTROLLED  FOR CLEARANCE,Resolved,Nairobi,Nairobi West County,Non Programmed,589,963.1,1796,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,08-2025,9.81666666666667,0.00945443166666666,0.132362043333333,1796,17630.7333333333,7,8,5,2,2025-08-16,4.8999996,2.8504386,6.4,2.98408,0,0,0,0,55,75,5,228,2025,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,0,46.0,0.10425531914893617,31.35999744,0.0,0.0
3195821,.,2025-09-14 12:56:00,2025,2025-09-14 13:01:00,Trip of Circuit Breaker/ Auto Reclosure,LOSS OF SUPPLY,TRANSIENT 11KV LINE FAULT,Resolved,Nairobi,Nairobi West County,Non Programmed,5,963.1,1796,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,09-2025,0.0833333333333333,8.02583333333333e-05,0.00112361666666667,1796,149.666666666667,12,9,6,1,2025-09-14,1.2,5.2841744,12.3,5.3708634,0,1,0,0,26,104,6,257,2025,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,0,0,0,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,29.0,0.10425531914893617,14.76,0.0,1656.0
3200673,"Sustained fault on Kuwinda ex Langata, Siriba informed.",2025-10-06 09:45:00,2025,2025-10-06 11:05:00,Tree Branch on Power Line,TREE/ OBJECT CONTACT,TREE BRANCH ON POWER LINE,Resolved,Nairobi,Nairobi West County,Non Programmed,80,963.1,1796,208002341,KUWINDA EX LANGATA,LANGATA 66KV / 11KV ( 66 / 11 KV),2,KAREN,10-2025,1.33333333333333,0.00128413333333333,0.0179778666666667,1796,2394.66666666667,9,10,0,3,2025-10-06,0.5,5.886,13.0,4.527896,0,1,0,0,4,126,0,279,2025,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.7071067811865476,-0.7071067811865475,0,0,0,1,1656.0,2393,2,3.1784,28,8,40.75,1.5892,0,1,21.0,0.10425531914893617,6.5,0.0,1656.0
