segment_id,feeder_name,lon_start,lat_start,lon_end,lat_end,length_m,polyline_idx
SEG_00352,SOWETO EX LANGATA,36.7440652,-1.3274276,36.7440652,-1.3274275,0.01,58
SEG_00353,SOWETO EX LANGATA,36.7440834,-1.3273406,36.7443481,-1.3260729,143.29,353
SEG_00354,SOWETO EX LANGATA,36.7616262,-1.3582178,36.7614201,-1.3579895,34.12,354
SEG_00355,SOWETO EX LANGATA,36.7614201,-1.3579895,36.7615372,-1.3572416,83.75,118
SEG_00356,SOWETO EX LANGATA,36.7615372,-1.3572416,36.7615798,-1.3567543,54.11,118
SEG_00357,SOWETO EX LANGATA,36.7615798,-1.3567543,36.7615652,-1.3562044,60.85,119
SEG_00358,HARDY EX LANGATA,36.782389,-1.3295107,36.7830789,-1.3290579,91.7,358
SEG_00359,NDALATI EX LANGATA,36.7801307,-1.3135253,36.7799507,-1.3134837,20.56,359
SEG_00360,NDALATI EX LANGATA,36.7784589,-1.3125801,36.7781307,-1.3127953,43.61,360
SEG_00361,NDALATI EX LANGATA,36.780889,-1.3139203,36.7813324,-1.313752,52.75,361
SEG_00362,NDALATI EX LANGATA,36.7801201,-1.3142,36.780184,-1.3139553,27.99,362
SEG_00363,NDALATI EX LANGATA,36.781384,-1.3116653,36.781538,-1.3119434,35.21,363
SEG_00364,KAREN HOSPITAL EX LANGATA,36.7978082,-1.3303101,36.7979952,-1.3307268,50.57,364
SEG_00365,NGEI EX LANGATA,36.7774082,-1.3319447,36.7778307,-1.3316983,54.37,365
SEG_00366,NDALATI EX LANGATA,36.7816757,-1.3215221,36.7824371,-1.3221161,107.25,366
SEG_00367,KUWINDA EX LANGATA,36.7755494,-1.323882,36.775247,-1.3239735,35.16,30
SEG_00368,KUWINDA EX LANGATA,36.775247,-1.3239735,36.7750882,-1.3239911,17.79,30
SEG_00369,KUWINDA EX LANGATA,36.7750882,-1.3239911,36.7747799,-1.3240735,35.51,30
SEG_00370,KUWINDA EX LANGATA,36.7747799,-1.3240735,36.7743402,-1.3241553,49.78,30
SEG_00371,KUWINDA EX LANGATA,36.7743402,-1.3241553,36.7740068,-1.3242158,37.71,30
SEG_00372,KUWINDA EX LANGATA,36.7740068,-1.3242158,36.7738602,-1.3242572,16.95,31
SEG_00373,KUWINDA EX LANGATA,36.7738602,-1.3242572,36.7736202,-1.3243029,27.19,31
SEG_00374,KUWINDA EX LANGATA,36.7736202,-1.3243029,36.7734616,-1.3243343,18.0,31
SEG_00375,KUWINDA EX LANGATA,36.7734616,-1.3243343,36.7732482,-1.3243568,23.88,31
SEG_00376,KUWINDA EX LANGATA,36.7732482,-1.3243568,36.7728878,-1.3244568,41.63,31
SEG_00377,KUWINDA EX LANGATA,36.7728878,-1.3244568,36.7725337,-1.3245439,40.58,31
SEG_00378,KUWINDA EX LANGATA,36.7725337,-1.3245439,36.7718481,-1.3246875,77.97,31
SEG_00379,SOWETO EX LANGATA,36.7478312,-1.3374387,36.7474629,-1.3373959,41.28,75
SEG_00380,SOWETO EX LANGATA,36.7474629,-1.3373959,36.747131,-1.3373621,37.14,76
SEG_00381,SOWETO EX LANGATA,36.747131,-1.3373621,36.7465745,-1.3372804,62.61,76
SEG_00382,SOWETO EX LANGATA,36.7465745,-1.3372804,36.7462069,-1.3372055,41.76,76
SEG_00383,SOWETO EX LANGATA,36.7462069,-1.3372055,36.7455871,-1.3370814,70.35,76
SEG_00384,SOWETO EX LANGATA,36.7558075,-1.3584716,36.7563193,-1.3584168,57.29,96
SEG_00385,SOWETO EX LANGATA,36.7563193,-1.3584168,36.7568055,-1.3583719,54.36,96
SEG_00386,SOWETO EX LANGATA,36.7568055,-1.3583719,36.7567724,-1.3581331,26.67,96
SEG_00387,SOWETO EX LANGATA,36.7567724,-1.3581331,36.7567434,-1.3578926,26.79,96
SEG_00388,NDALATI EX LANGATA,36.780489,-1.3122037,36.7801757,-1.3121887,34.92,388
SEG_00389,NGEI EX LANGATA,36.7610614,-1.3303409,36.7616066,-1.3304769,62.54,97
SEG_00390,NGEI EX LANGATA,36.7616066,-1.3304769,36.7620944,-1.3305761,55.4,97
SEG_00391,NGEI EX LANGATA,36.7620944,-1.3305761,36.7626046,-1.3306937,58.27,97
SEG_00392,NGEI EX LANGATA,36.7626046,-1.3306937,36.7631377,-1.3308295,61.22,98
SEG_00393,NGEI EX LANGATA,36.7560413,-1.3272596,36.7563159,-1.3272793,30.66,39
SEG_00394,NGEI EX LANGATA,36.7563159,-1.3272793,36.7567883,-1.3272984,52.63,39
SEG_00395,NGEI EX LANGATA,36.7567883,-1.3272984,36.7569944,-1.3273125,23.0,39
SEG_00396,NGEI EX LANGATA,36.7569944,-1.3273125,36.7569245,-1.3277436,48.32,39
SEG_00397,NGEI EX LANGATA,36.7569245,-1.3277436,36.756878,-1.328078,37.35,39
SEG_00398,NGEI EX LANGATA,36.756878,-1.328078,36.7568079,-1.3286548,64.28,39
SEG_00399,NGEI EX LANGATA,36.7568079,-1.3286548,36.7567358,-1.3290626,45.82,39
SEG_00400,NGEI EX LANGATA,36.7567358,-1.3290626,36.7566693,-1.3294411,42.52,40
SEG_00401,NGEI EX LANGATA,36.7566693,-1.3294411,36.7566025,-1.3298258,43.21,40
SEG_00402,NGEI EX LANGATA,36.7566025,-1.3298258,36.7566025,-1.3298258,0.0,40
SEG_00403,NGEI EX LANGATA,36.7560413,-1.3272596,36.75581,-1.3272474,25.78,57
SEG_00404,NGEI EX LANGATA,36.75581,-1.3272474,36.754955,-1.3271996,95.33,57
SEG_00405,NGEI EX LANGATA,36.754955,-1.3271996,36.7549732,-1.3267996,44.3,57
SEG_00406,NGEI EX LANGATA,36.7549732,-1.3267996,36.755036,-1.3263491,50.31,58
SEG_00407,NGEI EX LANGATA,36.755036,-1.3263491,36.7551278,-1.3256917,73.44,58
SEG_00408,NGEI EX LANGATA,36.7551278,-1.3256917,36.7552184,-1.3250474,71.97,58
SEG_00409,NGEI EX LANGATA,36.7552184,-1.3250474,36.7552707,-1.3246593,43.33,58
SEG_00410,NDALATI EX LANGATA,36.7769085,-1.3164659,36.7771039,-1.3165376,23.15,205
SEG_00411,NDALATI EX LANGATA,36.7771039,-1.3165376,36.7773688,-1.3165626,29.62,205
SEG_00412,KAREN HOSPITAL EX LANGATA,36.8007343,-1.329013,36.800447,-1.3287832,40.85,58
SEG_00413,KAREN HOSPITAL EX LANGATA,36.800447,-1.3287832,36.8000455,-1.328463,57.03,59
SEG_00414,KAREN HOSPITAL EX LANGATA,36.8000455,-1.328463,36.7996457,-1.3281008,59.88,59
SEG_00415,KAREN HOSPITAL EX LANGATA,36.7996457,-1.3281008,36.7992988,-1.3278086,50.36,59
SEG_00416,KAREN HOSPITAL EX LANGATA,36.7992988,-1.3278086,36.7989475,-1.3275001,51.9,59
SEG_00417,KAREN HOSPITAL EX LANGATA,36.7989475,-1.3275001,36.7989475,-1.3275001,0.0,59
SEG_00418,KAREN HOSPITAL EX LANGATA,36.7989475,-1.3275001,36.7989475,-1.3275001,0.0,59
SEG_00419,NDALATI EX LANGATA,36.774786,-1.3179322,36.7745448,-1.3175339,51.59,104
SEG_00420,NDALATI EX LANGATA,36.7745448,-1.3175339,36.7744549,-1.3173805,19.69,105
SEG_00421,NDALATI EX LANGATA,36.7744549,-1.3173805,36.7743494,-1.3171488,28.2,105
SEG_00422,NDALATI EX LANGATA,36.7743494,-1.3171488,36.7742126,-1.3168504,36.35,105
SEG_00423,SOWETO EX LANGATA,36.7435317,-1.344934,36.7434978,-1.3448107,14.15,35
SEG_00424,SOWETO EX LANGATA,36.7434978,-1.3448107,36.7434693,-1.3446994,12.71,35
SEG_00425,SOWETO EX LANGATA,36.7434693,-1.3446994,36.7430826,-1.3446889,43.07,35
SEG_00426,SOWETO EX LANGATA,36.7430826,-1.3446889,36.7426498,-1.3446894,48.19,35
SEG_00427,SOWETO EX LANGATA,36.7426498,-1.3446894,36.7419591,-1.3446888,76.89,35
SEG_00428,SOWETO EX LANGATA,36.7419591,-1.3446888,36.7418882,-1.3446878,7.89,35
SEG_00429,SOWETO EX LANGATA,36.7418882,-1.3446878,36.7414655,-1.344679,47.07,35
SEG_00430,SOWETO EX LANGATA,36.7414655,-1.344679,36.7412086,-1.3446844,28.61,35
SEG_00431,SOWETO EX LANGATA,36.7412086,-1.3446844,36.7410609,-1.3446946,16.48,35
SEG_00432,SOWETO EX LANGATA,36.7410609,-1.3446946,36.7405322,-1.3446962,58.86,36
SEG_00433,SOWETO EX LANGATA,36.7405322,-1.3446962,36.7404124,-1.3446951,13.34,36
SEG_00434,SOWETO EX LANGATA,36.7404124,-1.3446951,36.7402366,-1.3446954,19.57,36
SEG_00435,KUWINDA EX LANGATA,36.7770079,-1.3259086,36.7763865,-1.3238556,237.39,108
SEG_00436,KUWINDA EX LANGATA,36.7763865,-1.3238556,36.7763865,-1.3238556,0.0,109
SEG_00437,KUWINDA EX LANGATA,36.7763865,-1.3238556,36.7763865,-1.3238556,0.0,109
SEG_00438,KUWINDA EX LANGATA,36.7763865,-1.3238556,36.7762897,-1.3237422,16.54,109
SEG_00439,KUWINDA EX LANGATA,36.777589,-1.3234701,36.7773874,-1.3235035,22.75,109
SEG_00440,KUWINDA EX LANGATA,36.7773874,-1.3235035,36.7769706,-1.3235898,47.37,110
SEG_00441,KUWINDA EX LANGATA,36.7769706,-1.3235898,36.7766238,-1.3236745,39.73,110
SEG_00442,KUWINDA EX LANGATA,36.7766238,-1.3236745,36.7763511,-1.3237307,30.99,110
SEG_00443,KUWINDA EX LANGATA,36.7755494,-1.323882,36.7755494,-1.323882,0.0,221
SEG_00444,KUWINDA EX LANGATA,36.7755494,-1.323882,36.7755703,-1.3239469,7.55,222
SEG_00445,SOWETO EX LANGATA,36.7526176,-1.338075,36.7526105,-1.3383832,34.11,445
SEG_00446,SOWETO EX LANGATA,36.756699,-1.3403061,36.7569773,-1.3403644,31.65,223
SEG_00447,SOWETO EX LANGATA,36.7569773,-1.3403644,36.7569773,-1.3403644,0.0,223
SEG_00448,NDALATI EX LANGATA,36.7774274,-1.3165379,36.7774872,-1.3165144,7.15,448
SEG_00449,KUWINDA EX LANGATA,36.7762897,-1.3237422,36.7759319,-1.3238051,40.44,224
SEG_00450,KUWINDA EX LANGATA,36.7759319,-1.3238051,36.7755494,-1.323882,43.42,225
SEG_00451,NDALATI EX LANGATA,36.7825287,-1.3186429,36.7828064,-1.3187682,33.88,451
SEG_00452,KAREN HOSPITAL EX LANGATA,36.8068834,-1.327039,36.8066214,-1.3270595,29.25,90
SEG_00453,KAREN HOSPITAL EX LANGATA,36.8066214,-1.3270595,36.8066214,-1.3270595,0.0,90
SEG_00454,KAREN HOSPITAL EX LANGATA,36.8066214,-1.3270595,36.8060847,-1.3271014,59.93,90
SEG_00455,KAREN HOSPITAL EX LANGATA,36.8060847,-1.3271014,36.8060847,-1.3271014,0.0,91
SEG_00456,KAREN HOSPITAL EX LANGATA,36.8060847,-1.3271014,36.805982,-1.3271085,11.46,91
SEG_00457,KAREN HOSPITAL EX LANGATA,36.805982,-1.3271085,36.8058224,-1.3271217,17.83,228
SEG_00458,KAREN HOSPITAL EX LANGATA,36.8058224,-1.3271217,36.8058224,-1.3271217,0.0,229
SEG_00459,NGEI EX LANGATA,36.7664679,-1.3318804,36.7661837,-1.3316931,37.82,459
SEG_00460,NGEI EX LANGATA,36.7661837,-1.3316931,36.766187,-1.3314429,27.68,230
SEG_00461,NGEI EX LANGATA,36.766187,-1.3314429,36.766082,-1.3314179,12.01,230
SEG_00462,HARDY EX LANGATA,36.7868253,-1.3195574,36.786554,-1.31985,44.27,462
SEG_00463,NGEI EX LANGATA,36.7656879,-1.3278507,36.7657458,-1.3282021,39.41,51
SEG_00464,NGEI EX LANGATA,36.7657458,-1.3282021,36.7657958,-1.3284985,33.25,51
SEG_00465,NGEI EX LANGATA,36.7657958,-1.3284985,36.7658326,-1.3287768,31.05,51
SEG_00466,NGEI EX LANGATA,36.7658326,-1.3287768,36.7658787,-1.3291203,38.35,51
SEG_00467,NGEI EX LANGATA,36.7658787,-1.3291203,36.7659339,-1.329537,46.49,51
SEG_00468,NGEI EX LANGATA,36.7659339,-1.329537,36.765986,-1.3299349,44.4,52
SEG_00469,NGEI EX LANGATA,36.765986,-1.3299349,36.766029,-1.3302707,37.45,52
SEG_00470,NGEI EX LANGATA,36.766029,-1.3302707,36.7660887,-1.3308568,65.17,52
SEG_00471,NGEI EX LANGATA,36.7660887,-1.3308568,36.766082,-1.3314179,62.07,52
SEG_00472,NDALATI EX LANGATA,36.786391,-1.3164932,36.7861852,-1.3163977,25.23,118
SEG_00473,NDALATI EX LANGATA,36.7861852,-1.3163977,36.7858965,-1.316071,48.37,118
SEG_00474,NDALATI EX LANGATA,36.7858965,-1.316071,36.7860379,-1.3158895,25.51,118
SEG_00475,NDALATI EX LANGATA,36.7860379,-1.3158895,36.7864097,-1.3154111,67.18,118
SEG_00476,NDALATI EX LANGATA,36.78208,-1.3049945,36.7821374,-1.3050272,7.34,158
SEG_00477,NDALATI EX LANGATA,36.7821374,-1.3050272,36.7825037,-1.3052246,46.27,159
SEG_00478,NDALATI EX LANGATA,36.7825037,-1.3052246,36.7826336,-1.3052972,16.54,159
SEG_00479,NDALATI EX LANGATA,36.7826336,-1.3052972,36.782771,-1.3053721,17.4,119
SEG_00480,NDALATI EX LANGATA,36.782771,-1.3053721,36.7829583,-1.3054744,23.73,120
SEG_00481,NDALATI EX LANGATA,36.7829583,-1.3054744,36.7830147,-1.3055057,7.16,120
SEG_00482,NDALATI EX LANGATA,36.7830147,-1.3055057,36.7830662,-1.3055305,6.36,120
SEG_00483,SOWETO EX LANGATA,36.7372817,-1.3358976,36.7378925,-1.3359795,68.6,60
SEG_00484,SOWETO EX LANGATA,36.7378925,-1.3359795,36.7384302,-1.3360542,60.43,60
SEG_00485,SOWETO EX LANGATA,36.7384302,-1.3360542,36.7390297,-1.3361298,67.27,60
SEG_00486,SOWETO EX LANGATA,36.7390297,-1.3361298,36.7390944,-1.3361436,7.37,60
SEG_00487,SOWETO EX LANGATA,36.7390944,-1.3361436,36.7397018,-1.3362472,68.59,60
SEG_00488,SOWETO EX LANGATA,36.7397018,-1.3362472,36.7402283,-1.3363224,59.2,61
SEG_00489,SOWETO EX LANGATA,36.7402283,-1.3363224,36.7402283,-1.3363224,0.0,61
SEG_00490,SOWETO EX LANGATA,36.7402283,-1.3363224,36.7414814,-1.33648,140.59,61
SEG_00491,SOWETO EX LANGATA,36.7617898,-1.3396251,36.761715,-1.3396675,9.56,122
SEG_00492,SOWETO EX LANGATA,36.761715,-1.3396675,36.7616458,-1.340422,83.81,123
SEG_00493,SOWETO EX LANGATA,36.7616458,-1.340422,36.7610105,-1.3403202,71.62,123
SEG_00494,SOWETO EX LANGATA,36.7610105,-1.3403202,36.7608459,-1.340389,19.85,123
SEG_00495,KAREN HOSPITAL EX LANGATA,36.8099461,-1.326473,36.8099511,-1.3259163,61.58,247
SEG_00496,KAREN HOSPITAL EX LANGATA,36.8099511,-1.3259163,36.8099423,-1.3254622,50.24,248
SEG_00497,KAREN HOSPITAL EX LANGATA,36.8099378,-1.3268171,36.8099461,-1.326473,38.07,497
SEG_00498,KAREN HOSPITAL EX LANGATA,36.8007758,-1.3290419,36.8006932,-1.3291225,12.81,249
SEG_00499,KAREN HOSPITAL EX LANGATA,36.8006932,-1.3291225,36.8006932,-1.3291225,0.0,249
SEG_00500,NDALATI EX LANGATA,36.7774872,-1.3165144,36.777411,-1.3170422,58.99,250
SEG_00501,NDALATI EX LANGATA,36.777411,-1.3170422,36.7776253,-1.3170587,23.93,250
SEG_00502,SOWETO EX LANGATA,36.7551134,-1.338443,36.7552422,-1.3375873,95.73,251
SEG_00503,SOWETO EX LANGATA,36.7552422,-1.3375873,36.7552453,-1.337561,2.93,251
SEG_00504,SOWETO EX LANGATA,36.7552453,-1.337561,36.7552785,-1.3372817,31.11,504
SEG_00505,NDALATI EX LANGATA,36.7826336,-1.3052972,36.7827199,-1.3051959,14.76,505
SEG_00506,SOWETO EX LANGATA,36.7570351,-1.3396496,36.7570351,-1.3396496,0.0,84
SEG_00507,SOWETO EX LANGATA,36.7570351,-1.3396496,36.7568175,-1.3396051,24.73,84
SEG_00508,SOWETO EX LANGATA,36.7568175,-1.3396051,36.7568625,-1.3393609,27.48,84
SEG_00509,SOWETO EX LANGATA,36.7568625,-1.3393609,36.756838,-1.3393614,2.73,84
SEG_00510,SOWETO EX LANGATA,36.756838,-1.3393614,36.7568252,-1.3393743,2.02,85
SEG_00511,SOWETO EX LANGATA,36.7568252,-1.3393743,36.7568252,-1.3393743,0.0,85
SEG_00512,SOWETO EX LANGATA,36.7421165,-1.3587127,36.7421697,-1.3587401,6.65,85
SEG_00513,SOWETO EX LANGATA,36.7421697,-1.3587401,36.7421802,-1.3592064,51.6,85
SEG_00514,SOWETO EX LANGATA,36.7421802,-1.3592064,36.7421879,-1.3594296,24.69,85
SEG_00515,SOWETO EX LANGATA,36.7421879,-1.3594296,36.7422065,-1.3598242,43.71,85
SEG_00516,SOWETO EX LANGATA,36.7422065,-1.3598242,36.7422031,-1.3601266,33.45,86
SEG_00517,SOWETO EX LANGATA,36.7422031,-1.3601266,36.7422031,-1.3601266,0.0,86
SEG_00518,SOWETO EX LANGATA,36.7419014,-1.3407019,36.7418215,-1.3407503,10.39,518
SEG_00519,NGEI EX LANGATA,36.7807594,-1.3338001,36.7804997,-1.3340928,43.41,519
SEG_00520,NDALATI EX LANGATA,36.783739,-1.3032072,36.7835155,-1.3030534,30.14,260
SEG_00521,NDALATI EX LANGATA,36.7835155,-1.3030534,36.7835155,-1.3030534,0.0,260
SEG_00522,OTIENDE EX LANGATA,36.7630187,-1.339382,36.7614924,-1.3392296,170.76,522
SEG_00523,SOWETO EX LANGATA,36.7494789,-1.3508791,36.7496589,-1.3515954,81.73,523
SEG_00524,SOWETO EX LANGATA,36.7496589,-1.3515954,36.7496197,-1.3521398,60.38,524
SEG_00525,SOWETO EX LANGATA,36.7522496,-1.3505581,36.750681,-1.3507378,175.75,262
SEG_00526,SOWETO EX LANGATA,36.750681,-1.3507378,36.7494789,-1.3508791,134.74,263
SEG_00527,KAREN HOSPITAL EX LANGATA,36.804779,-1.3297787,36.8040166,-1.3296331,86.4,263
SEG_00528,KAREN HOSPITAL EX LANGATA,36.8040166,-1.3296331,36.8033421,-1.329561,75.51,264
SEG_00529,SOWETO EX LANGATA,36.7358653,-1.3357001,36.7361105,-1.3357338,27.55,176
SEG_00530,SOWETO EX LANGATA,36.7361105,-1.3357338,36.7367489,-1.3358152,71.65,176
SEG_00531,SOWETO EX LANGATA,36.7367489,-1.3358152,36.7372817,-1.3358976,60.01,177
SEG_00532,NDALATI EX LANGATA,36.7813912,-1.3085715,36.7814442,-1.3086101,7.28,133
SEG_00533,NDALATI EX LANGATA,36.7814442,-1.3086101,36.7818495,-1.3086303,45.19,133
SEG_00534,NDALATI EX LANGATA,36.7818495,-1.3086303,36.7821323,-1.3086386,31.5,133
SEG_00535,NDALATI EX LANGATA,36.7821323,-1.3086386,36.7826266,-1.3086457,55.03,133
SEG_00536,SOWETO EX LANGATA,36.7357407,-1.3356821,36.7358653,-1.3357001,14.01,536
SEG_00537,NDALATI EX LANGATA,36.7828064,-1.3187682,36.7829238,-1.3188986,19.46,537
SEG_00538,SOWETO EX LANGATA,36.7358653,-1.3357001,36.7358249,-1.3359163,24.33,538
SEG_00539,SOWETO EX LANGATA,36.7615894,-1.3582792,36.7613149,-1.3587303,58.51,269
SEG_00540,SOWETO EX LANGATA,36.7613149,-1.3587303,36.7609702,-1.3594099,84.4,270
SEG_00541,OTIENDE EX LANGATA,36.7617898,-1.3396251,36.7617919,-1.3395761,5.42,541
SEG_00542,SOWETO EX LANGATA,36.7571759,-1.3386733,36.7571759,-1.3386733,0.0,38
SEG_00543,SOWETO EX LANGATA,36.7571759,-1.3386733,36.7573,-1.338673,13.82,38
SEG_00544,SOWETO EX LANGATA,36.7573,-1.338673,36.7575681,-1.3387612,31.4,38
SEG_00545,SOWETO EX LANGATA,36.7575681,-1.3387612,36.7581132,-1.3388274,61.12,38
SEG_00546,SOWETO EX LANGATA,36.7581132,-1.3388274,36.7581132,-1.3388274,0.0,39
SEG_00547,SOWETO EX LANGATA,36.7581132,-1.3388274,36.7585041,-1.3388766,43.85,39
SEG_00548,SOWETO EX LANGATA,36.7585041,-1.3388766,36.7585041,-1.3388766,0.0,39
SEG_00549,SOWETO EX LANGATA,36.7585041,-1.3388766,36.7584535,-1.3391707,33.02,39
SEG_00550,SOWETO EX LANGATA,36.7584535,-1.3391707,36.7589282,-1.3392339,53.31,39
SEG_00551,SOWETO EX LANGATA,36.7589282,-1.3392339,36.759435,-1.3393018,56.92,39
SEG_00552,SOWETO EX LANGATA,36.759435,-1.3393018,36.759888,-1.3393659,50.93,39
SEG_00553,SOWETO EX LANGATA,36.759888,-1.3393659,36.7605081,-1.3394519,69.69,39
SEG_00554,SOWETO EX LANGATA,36.7605081,-1.3394519,36.7611278,-1.3395374,69.64,39
SEG_00555,SOWETO EX LANGATA,36.7611278,-1.3395374,36.7614792,-1.3395791,39.39,39
SEG_00556,SOWETO EX LANGATA,36.7478433,-1.3469302,36.7486,-1.3463933,103.08,278
SEG_00557,SOWETO EX LANGATA,36.7486,-1.3463933,36.7486,-1.3463933,0.0,278
SEG_00558,SOWETO EX LANGATA,36.7347555,-1.3355485,36.7350634,-1.3355891,34.57,186
SEG_00559,SOWETO EX LANGATA,36.7350634,-1.3355891,36.7355875,-1.3356603,58.88,186
SEG_00560,SOWETO EX LANGATA,36.7355875,-1.3356603,36.7357407,-1.3356821,17.23,186
SEG_00561,SOWETO EX LANGATA,36.7541877,-1.338486,36.7541099,-1.339103,68.79,561
SEG_00562,OTIENDE EX LANGATA,36.7602935,-1.3347607,36.7600021,-1.3347432,32.49,112
SEG_00563,OTIENDE EX LANGATA,36.7600021,-1.3347432,36.7594567,-1.3346505,61.58,112
SEG_00564,OTIENDE EX LANGATA,36.7594567,-1.3346505,36.7592334,-1.3346272,25.0,112
SEG_00565,OTIENDE EX LANGATA,36.7592334,-1.3346272,36.7589467,-1.3345688,32.56,113
SEG_00566,OTIENDE EX LANGATA,36.7589467,-1.3345688,36.7583901,-1.3345105,62.31,113
SEG_00567,SOWETO EX LANGATA,36.7490609,-1.340651,36.7490044,-1.3408998,28.23,283
SEG_00568,SOWETO EX LANGATA,36.7490044,-1.3408998,36.7489516,-1.3411051,23.45,284
SEG_00569,SOWETO EX LANGATA,36.7414086,-1.3225618,36.7407438,-1.3222533,81.49,40
SEG_00570,SOWETO EX LANGATA,36.7407438,-1.3222533,36.7400951,-1.321977,78.42,40
SEG_00571,SOWETO EX LANGATA,36.7400951,-1.321977,36.7394287,-1.3216651,81.83,40
SEG_00572,SOWETO EX LANGATA,36.7394287,-1.3216651,36.7388005,-1.3213756,76.91,40
SEG_00573,SOWETO EX LANGATA,36.7388005,-1.3213756,36.7381684,-1.3210994,76.73,40
SEG_00574,SOWETO EX LANGATA,36.7381684,-1.3210994,36.7375243,-1.3208087,78.59,41
SEG_00575,SOWETO EX LANGATA,36.7375243,-1.3208087,36.7371849,-1.3206632,41.07,41
SEG_00576,SOWETO EX LANGATA,36.7371849,-1.3206632,36.7368841,-1.3203781,45.99,41
SEG_00577,SOWETO EX LANGATA,36.7368841,-1.3203781,36.7365229,-1.3200896,51.34,41
SEG_00578,SOWETO EX LANGATA,36.7365229,-1.3200896,36.7360721,-1.3196718,68.22,41
SEG_00579,SOWETO EX LANGATA,36.7360721,-1.3196718,36.7356973,-1.319297,58.83,41
SEG_00580,SOWETO EX LANGATA,36.7356973,-1.319297,36.7353377,-1.3189282,57.16,41
SEG_00581,SOWETO EX LANGATA,36.7353377,-1.3189282,36.7349674,-1.3184937,63.32,41
SEG_00582,SOWETO EX LANGATA,36.7349674,-1.3184937,36.7346205,-1.3180292,64.29,41
SEG_00583,KAREN HOSPITAL EX LANGATA,36.7951953,-1.3295712,36.7949457,-1.329192,50.32,583
SEG_00584,NDALATI EX LANGATA,36.7777861,-1.3075646,36.7779801,-1.3074014,28.15,584
SEG_00585,SOWETO EX LANGATA,36.7345793,-1.317979,36.7342027,-1.3175987,59.39,48
SEG_00586,SOWETO EX LANGATA,36.7342027,-1.3175987,36.733878,-1.3172422,53.5,48
SEG_00587,SOWETO EX LANGATA,36.733878,-1.3172422,36.7335093,-1.3168077,63.21,48
SEG_00588,SOWETO EX LANGATA,36.7335093,-1.3168077,36.7331527,-1.3163793,61.82,49
SEG_00589,SOWETO EX LANGATA,36.7331527,-1.3163793,36.7327977,-1.3159632,60.68,49
SEG_00590,SOWETO EX LANGATA,36.7327977,-1.3159632,36.732476,-1.3156098,53.02,49
SEG_00591,SOWETO EX LANGATA,36.732476,-1.3156098,36.7321255,-1.3151722,62.17,49
SEG_00592,SOWETO EX LANGATA,36.7321255,-1.3151722,36.7316506,-1.314675,76.3,49
SEG_00593,SOWETO EX LANGATA,36.7316506,-1.314675,36.731077,-1.314011,97.33,49
SEG_00594,SOWETO EX LANGATA,36.731077,-1.314011,36.7305949,-1.3130275,121.31,49
SEG_00595,SOWETO EX LANGATA,36.7305949,-1.3130275,36.7302204,-1.3122628,94.31,49
SEG_00596,SOWETO EX LANGATA,36.7302204,-1.3122628,36.7300176,-1.3114998,87.37,49
SEG_00597,SOWETO EX LANGATA,36.7560075,-1.3329138,36.7560721,-1.3323977,57.55,85
SEG_00598,SOWETO EX LANGATA,36.7560721,-1.3323977,36.7561717,-1.3317941,67.68,85
SEG_00599,SOWETO EX LANGATA,36.7561717,-1.3317941,36.7563062,-1.3312898,57.77,85
SEG_00600,SOWETO EX LANGATA,36.7563062,-1.3312898,36.7564431,-1.3307701,59.46,85
SEG_00601,SOWETO EX LANGATA,36.7564431,-1.3307701,36.7565132,-1.3303496,47.17,85
SEG_00602,SOWETO EX LANGATA,36.7565132,-1.3303496,36.7565755,-1.3299943,39.91,86
SEG_00603,SOWETO EX LANGATA,36.7565755,-1.3299943,36.7566025,-1.3298258,18.87,86
SEG_00604,SOWETO EX LANGATA,36.7566146,-1.3297619,36.7566146,-1.3297619,0.0,302
SEG_00605,SOWETO EX LANGATA,36.7566146,-1.3297619,36.7566146,-1.3297618,0.02,302
SEG_00606,SOWETO EX LANGATA,36.755564,-1.3354312,36.7555641,-1.3354312,0.01,606
SEG_00607,SOWETO EX LANGATA,36.7429874,-1.3251386,36.7430713,-1.3246867,50.85,75
SEG_00608,SOWETO EX LANGATA,36.7430713,-1.3246867,36.743143,-1.3243295,40.31,76
SEG_00609,SOWETO EX LANGATA,36.743143,-1.3243295,36.743172,-1.3241596,19.07,76
SEG_00610,SOWETO EX LANGATA,36.743172,-1.3241596,36.7432442,-1.3237657,44.31,76
SEG_00611,SOWETO EX LANGATA,36.7432442,-1.3237657,36.7433049,-1.3234323,37.5,76
SEG_00612,SOWETO EX LANGATA,36.7433049,-1.3234323,36.7427356,-1.3231647,69.95,76
SEG_00613,SOWETO EX LANGATA,36.7427356,-1.3231647,36.7420699,-1.322857,81.56,76
SEG_00614,SOWETO EX LANGATA,36.7420699,-1.322857,36.7414086,-1.3225618,80.54,76
SEG_00615,NDALATI EX LANGATA,36.7786876,-1.307784,36.7789292,-1.3076199,32.45,615
SEG_00616,NDALATI EX LANGATA,36.7746656,-1.313081,36.7747936,-1.3132645,24.8,308
SEG_00617,NDALATI EX LANGATA,36.7747936,-1.3132645,36.7748211,-1.3133234,7.19,308
SEG_00618,OTIENDE EX LANGATA,36.7662645,-1.3369097,36.7668043,-1.3369002,60.11,618
SEG_00619,NDALATI EX LANGATA,36.779816,-1.3074719,36.7796986,-1.3073923,15.75,309
