segment_id,feeder_name,lon_start,lat_start,lon_end,lat_end,length_m,polyline_idx
SEG_00620,NDALATI EX LANGATA,36.7796986,-1.3073923,36.7792352,-1.3070693,62.75,310
SEG_00621,KAREN HOSPITAL EX LANGATA,36.8169018,-1.3286417,36.8175655,-1.3285541,74.52,310
SEG_00622,KAREN HOSPITAL EX LANGATA,36.8175655,-1.3285541,36.8176996,-1.328534,15.09,311
SEG_00623,KAREN HOSPITAL EX LANGATA,36.8176996,-1.328534,36.8178263,-1.3285151,14.27,623
SEG_00624,KAREN HOSPITAL EX LANGATA,36.8054923,-1.3284195,36.8053902,-1.3284669,12.51,208
SEG_00625,KAREN HOSPITAL EX LANGATA,36.8053902,-1.3284669,36.8053681,-1.3284846,3.15,208
SEG_00626,KAREN HOSPITAL EX LANGATA,36.8053681,-1.3284846,36.8053376,-1.3284869,3.4,208
SEG_00627,NDALATI EX LANGATA,36.7737032,-1.3081246,36.7738163,-1.3081686,13.5,627
SEG_00628,SOWETO EX LANGATA,36.7414142,-1.3371437,36.7418689,-1.3372154,51.25,628
SEG_00629,SOWETO EX LANGATA,36.7445566,-1.3337334,36.7441574,-1.333686,44.75,629
SEG_00630,KAREN HOSPITAL EX LANGATA,36.8104389,-1.3267453,36.8107128,-1.3266673,31.69,630
SEG_00631,NDALATI EX LANGATA,36.7841743,-1.3086135,36.7842356,-1.3086113,6.83,631
SEG_00632,SOWETO EX LANGATA,36.74399,-1.3368011,36.7441044,-1.336176,70.31,126
SEG_00633,SOWETO EX LANGATA,36.7441044,-1.336176,36.744218,-1.3355632,68.96,126
SEG_00634,SOWETO EX LANGATA,36.744218,-1.3355632,36.7443483,-1.334858,79.34,126
SEG_00635,SOWETO EX LANGATA,36.7443483,-1.334858,36.7444451,-1.3343359,58.75,127
SEG_00636,SOWETO EX LANGATA,36.7444451,-1.3343359,36.7445566,-1.3337334,67.8,127
SEG_00637,KAREN HOSPITAL EX LANGATA,36.8076346,-1.3272121,36.8077426,-1.3277505,60.75,637
SEG_00638,KAREN HOSPITAL EX LANGATA,36.807592,-1.3269837,36.8076346,-1.3272121,25.72,638
SEG_00639,SOWETO EX LANGATA,36.7495043,-1.3386132,36.7493593,-1.3392686,74.27,159
SEG_00640,SOWETO EX LANGATA,36.7493593,-1.3392686,36.7492469,-1.3397776,57.68,160
SEG_00641,SOWETO EX LANGATA,36.7492469,-1.3397776,36.7491277,-1.3404133,71.56,160
SEG_00642,SOWETO EX LANGATA,36.7491277,-1.3404133,36.7490609,-1.340651,27.33,160
SEG_00643,NDALATI EX LANGATA,36.7738163,-1.3081686,36.7742336,-1.3081846,46.5,214
SEG_00644,NDALATI EX LANGATA,36.7742336,-1.3081846,36.7747082,-1.308204,52.88,214
SEG_00645,NDALATI EX LANGATA,36.7747082,-1.308204,36.7748273,-1.3082485,14.14,215
SEG_00646,NDALATI EX LANGATA,36.7748273,-1.3082485,36.7752304,-1.3082852,45.06,80
SEG_00647,NDALATI EX LANGATA,36.7752304,-1.3082852,36.7754912,-1.3083565,30.09,80
SEG_00648,NDALATI EX LANGATA,36.7754912,-1.3083565,36.7757088,-1.3084156,25.09,81
SEG_00649,NDALATI EX LANGATA,36.7757088,-1.3084156,36.7759185,-1.3085354,26.85,81
SEG_00650,NDALATI EX LANGATA,36.7759185,-1.3085354,36.7761369,-1.3086596,27.92,81
SEG_00651,NDALATI EX LANGATA,36.7761369,-1.3086596,36.7765461,-1.3088928,52.36,81
SEG_00652,NDALATI EX LANGATA,36.7765461,-1.3088928,36.776871,-1.3088935,36.17,81
SEG_00653,NDALATI EX LANGATA,36.776871,-1.3088935,36.7771751,-1.3088953,33.85,81
SEG_00654,KAREN HOSPITAL EX LANGATA,36.8037614,-1.3269535,36.8038856,-1.327267,37.34,218
SEG_00655,KAREN HOSPITAL EX LANGATA,36.8038856,-1.327267,36.804359,-1.3272753,52.7,218
SEG_00656,KAREN HOSPITAL EX LANGATA,36.804359,-1.3272753,36.804788,-1.3271778,48.97,218
SEG_00657,KAREN HOSPITAL EX LANGATA,36.803365,-1.3258924,36.8034325,-1.3258588,8.38,657
SEG_00658,NDALATI EX LANGATA,36.7770893,-1.314437,36.7771397,-1.3140354,44.78,658
SEG_00659,NDALATI EX LANGATA,36.7826266,-1.3086457,36.7826266,-1.3086457,0.0,219
SEG_00660,NDALATI EX LANGATA,36.7826266,-1.3086457,36.7830309,-1.3086656,45.06,220
SEG_00661,NDALATI EX LANGATA,36.7830309,-1.3086656,36.783561,-1.3086804,59.04,220
SEG_00662,NDALATI EX LANGATA,36.7836073,-1.308673,36.7841743,-1.3086135,63.47,662
SEG_00663,NDALATI EX LANGATA,36.7771397,-1.3140354,36.7771456,-1.313988,5.28,331
SEG_00664,NDALATI EX LANGATA,36.7771456,-1.313988,36.7769007,-1.3138772,29.89,332
SEG_00665,SOWETO EX LANGATA,36.7603379,-1.376939,36.7603314,-1.377338,44.14,55
SEG_00666,SOWETO EX LANGATA,36.7603314,-1.377338,36.7603201,-1.377771,47.91,55
SEG_00667,SOWETO EX LANGATA,36.7603201,-1.377771,36.7603256,-1.377869,10.86,55
SEG_00668,SOWETO EX LANGATA,36.7603256,-1.377869,36.760327,-1.3778734,0.52,55
SEG_00669,SOWETO EX LANGATA,36.760327,-1.3778734,36.7603603,-1.3779692,11.22,55
SEG_00670,SOWETO EX LANGATA,36.7603603,-1.3779692,36.7603801,-1.3785452,63.76,55
SEG_00671,SOWETO EX LANGATA,36.7603801,-1.3785452,36.7603689,-1.3792532,78.32,55
SEG_00672,SOWETO EX LANGATA,36.7603689,-1.3792532,36.7603507,-1.3798486,65.89,56
SEG_00673,SOWETO EX LANGATA,36.7603507,-1.3798486,36.7607881,-1.3800434,53.25,56
SEG_00674,SOWETO EX LANGATA,36.7607881,-1.3800434,36.7612946,-1.3801812,58.4,56
SEG_00675,SOWETO EX LANGATA,36.7612946,-1.3801812,36.7619007,-1.3803936,71.45,56
SEG_00676,SOWETO EX LANGATA,36.7619007,-1.3803936,36.7623607,-1.380491,52.33,56
SEG_00677,HARDY EX LANGATA,36.7871852,-1.3267258,36.7879183,-1.3263184,93.23,225
SEG_00678,HARDY EX LANGATA,36.7879183,-1.3263184,36.7890183,-1.3257081,139.83,226
SEG_00679,HARDY EX LANGATA,36.7890183,-1.3257081,36.7894116,-1.3254884,50.09,226
SEG_00680,OTIENDE EX LANGATA,36.7662757,-1.3388607,36.7663219,-1.3388641,5.16,680
SEG_00681,SOWETO EX LANGATA,36.7464536,-1.3592889,36.7468411,-1.3592401,43.48,97
SEG_00682,SOWETO EX LANGATA,36.7468411,-1.3592401,36.7475051,-1.3591671,74.35,97
SEG_00683,SOWETO EX LANGATA,36.7475051,-1.3591671,36.7476556,-1.359149,16.88,97
SEG_00684,SOWETO EX LANGATA,36.7476556,-1.359149,36.7480683,-1.3591077,46.18,97
SEG_00685,SOWETO EX LANGATA,36.7480683,-1.3591077,36.7481094,-1.359105,4.58,97
SEG_00686,SOWETO EX LANGATA,36.7481094,-1.359105,36.7484421,-1.3590666,37.29,98
SEG_00687,SOWETO EX LANGATA,36.7484421,-1.3590666,36.7486458,-1.359043,22.83,98
SEG_00688,KAREN HOSPITAL EX LANGATA,36.80906,-1.3284956,36.8091123,-1.32865,18.05,688
SEG_00689,SOWETO EX LANGATA,36.744513,-1.3580477,36.7442651,-1.3580689,27.69,68
SEG_00690,SOWETO EX LANGATA,36.7442651,-1.3580689,36.7436789,-1.3581086,65.41,69
SEG_00691,SOWETO EX LANGATA,36.7436789,-1.3581086,36.7432364,-1.358166,49.67,69
SEG_00692,SOWETO EX LANGATA,36.7432364,-1.358166,36.7427652,-1.3582146,52.74,69
SEG_00693,SOWETO EX LANGATA,36.7427652,-1.3582146,36.742236,-1.358307,59.79,69
SEG_00694,SOWETO EX LANGATA,36.742236,-1.358307,36.7421165,-1.3587127,46.81,69
SEG_00695,SOWETO EX LANGATA,36.7421165,-1.3587127,36.7415525,-1.3586765,62.93,69
SEG_00696,SOWETO EX LANGATA,36.7415525,-1.3586765,36.7411808,-1.3586807,41.38,69
SEG_00697,SOWETO EX LANGATA,36.7411808,-1.3586807,36.7407034,-1.3586644,53.18,69
SEG_00698,SOWETO EX LANGATA,36.7407034,-1.3586644,36.7403888,-1.3586321,35.21,69
SEG_00699,SOWETO EX LANGATA,36.7476072,-1.3469028,36.7477265,-1.3464216,54.87,116
SEG_00700,SOWETO EX LANGATA,36.7477265,-1.3464216,36.7478154,-1.3459231,56.02,116
SEG_00701,SOWETO EX LANGATA,36.7478154,-1.3459231,36.7479233,-1.3454634,52.25,116
SEG_00702,SOWETO EX LANGATA,36.7479233,-1.3454634,36.748022,-1.3450295,49.23,117
SEG_00703,SOWETO EX LANGATA,36.748022,-1.3450295,36.7481495,-1.3445211,58.0,117
SEG_00704,SOWETO EX LANGATA,36.7481495,-1.3445211,36.7481495,-1.3445211,0.0,117
SEG_00705,SOWETO EX LANGATA,36.7594614,-1.3496519,36.7587534,-1.3497428,79.47,352
SEG_00706,SOWETO EX LANGATA,36.7587534,-1.3497428,36.7580425,-1.3498391,79.86,353
SEG_00707,SOWETO EX LANGATA,36.7282112,-1.3345228,36.7281107,-1.3340986,48.25,78
SEG_00708,SOWETO EX LANGATA,36.7281107,-1.3340986,36.7280386,-1.333685,46.45,78
SEG_00709,SOWETO EX LANGATA,36.7280386,-1.333685,36.7282882,-1.3336088,29.03,78
SEG_00710,SOWETO EX LANGATA,36.7282882,-1.3336088,36.7284392,-1.3335728,17.28,78
SEG_00711,SOWETO EX LANGATA,36.7284392,-1.3335728,36.7286193,-1.3335295,20.62,79
SEG_00712,SOWETO EX LANGATA,36.7286193,-1.3335295,36.728995,-1.3334458,42.84,79
SEG_00713,SOWETO EX LANGATA,36.728995,-1.3334458,36.7294839,-1.3333271,55.99,79
SEG_00714,SOWETO EX LANGATA,36.7294839,-1.3333271,36.7295718,-1.333302,10.18,79
SEG_00715,SOWETO EX LANGATA,36.7295718,-1.333302,36.729609,-1.3332945,4.22,79
SEG_00716,SOWETO EX LANGATA,36.7344981,-1.3356237,36.7342965,-1.3360678,54.01,102
SEG_00717,SOWETO EX LANGATA,36.7342965,-1.3360678,36.734152,-1.3365004,50.49,102
SEG_00718,SOWETO EX LANGATA,36.734152,-1.3365004,36.7340084,-1.3366636,24.1,102
SEG_00719,SOWETO EX LANGATA,36.7340084,-1.3366636,36.7339191,-1.3367631,14.83,102
SEG_00720,SOWETO EX LANGATA,36.7339191,-1.3367631,36.7338301,-1.3372471,54.45,102
SEG_00721,SOWETO EX LANGATA,36.7338301,-1.3372471,36.733806,-1.3373876,15.77,103
SEG_00722,SOWETO EX LANGATA,36.733806,-1.3373876,36.733757,-1.3375613,19.98,103
SEG_00723,NDALATI EX LANGATA,36.7830662,-1.3055305,36.7831524,-1.3055805,11.09,723
SEG_00724,OTIENDE EX LANGATA,36.7642289,-1.3438643,36.7638693,-1.3438851,40.1,144
SEG_00725,OTIENDE EX LANGATA,36.7638693,-1.3438851,36.763402,-1.3439117,52.11,145
SEG_00726,OTIENDE EX LANGATA,36.763402,-1.3439117,36.7629881,-1.3439373,46.17,145
SEG_00727,OTIENDE EX LANGATA,36.7629881,-1.3439373,36.7625072,-1.3439682,53.65,145
SEG_00728,OTIENDE EX LANGATA,36.7625072,-1.3439682,36.7624534,-1.3438596,13.42,145
SEG_00729,HARDY EX LANGATA,36.7899061,-1.3169195,36.79005,-1.3168779,16.67,729
SEG_00730,KAREN HOSPITAL EX LANGATA,36.8178263,-1.3285151,36.817844,-1.3284024,12.62,73
SEG_00731,KAREN HOSPITAL EX LANGATA,36.817844,-1.3284024,36.8178529,-1.3282698,14.7,73
SEG_00732,KAREN HOSPITAL EX LANGATA,36.8178529,-1.3282698,36.8178384,-1.3281343,15.08,73
SEG_00733,KAREN HOSPITAL EX LANGATA,36.8178384,-1.3281343,36.8178006,-1.3278308,33.83,73
SEG_00734,KAREN HOSPITAL EX LANGATA,36.8178006,-1.3278308,36.8177339,-1.3271502,75.65,73
SEG_00735,KAREN HOSPITAL EX LANGATA,36.8177339,-1.3271502,36.8177194,-1.3270412,12.17,73
SEG_00736,KAREN HOSPITAL EX LANGATA,36.8177194,-1.3270412,36.8177049,-1.3268791,18.0,73
SEG_00737,KAREN HOSPITAL EX LANGATA,36.8177049,-1.3268791,36.8177049,-1.3268261,5.87,73
SEG_00738,KAREN HOSPITAL EX LANGATA,36.8177049,-1.3268261,36.8176639,-1.3268143,4.74,73
SEG_00739,KAREN HOSPITAL EX LANGATA,36.8176639,-1.3268143,36.8176493,-1.3268143,1.63,73
SEG_00740,SOWETO EX LANGATA,36.7615652,-1.3562044,36.7613586,-1.3562141,23.03,246
SEG_00741,SOWETO EX LANGATA,36.7613586,-1.3562141,36.7612856,-1.3562186,8.14,247
SEG_00742,SOWETO EX LANGATA,36.7612856,-1.3562186,36.760768,-1.3562771,57.99,247
SEG_00743,SOWETO EX LANGATA,36.7546101,-1.3543981,36.7546549,-1.3543166,10.29,743
SEG_00744,KAREN HOSPITAL EX LANGATA,36.8021297,-1.3283964,36.8021689,-1.3284898,11.22,744
SEG_00745,SOWETO EX LANGATA,36.7607493,-1.354019,36.7612268,-1.3539836,53.31,372
SEG_00746,SOWETO EX LANGATA,36.7612268,-1.3539836,36.7612268,-1.3539836,0.0,373
SEG_00747,SOWETO EX LANGATA,36.744923,-1.331983,36.745036,-1.3315584,48.62,747
SEG_00748,SOWETO EX LANGATA,36.7576863,-1.3761553,36.7573478,-1.3761913,37.9,187
SEG_00749,SOWETO EX LANGATA,36.7573478,-1.3761913,36.7568677,-1.3762443,53.77,187
SEG_00750,SOWETO EX LANGATA,36.7568677,-1.3762443,36.7564428,-1.3762907,47.57,187
SEG_00751,SOWETO EX LANGATA,36.7564428,-1.3762907,36.7559174,-1.376344,58.79,187
SEG_00752,SOWETO EX LANGATA,36.7489516,-1.3411051,36.7488277,-1.3416446,61.26,125
SEG_00753,SOWETO EX LANGATA,36.7488277,-1.3416446,36.7487332,-1.3420613,47.27,125
SEG_00754,SOWETO EX LANGATA,36.7487332,-1.3420613,36.7486079,-1.3425863,59.73,125
SEG_00755,SOWETO EX LANGATA,36.7486079,-1.3425863,36.7483824,-1.3435619,110.81,125
SEG_00756,SOWETO EX LANGATA,36.7483824,-1.3435619,36.748298,-1.343895,38.02,126
SEG_00757,SOWETO EX LANGATA,36.748298,-1.343895,36.7481495,-1.3445211,71.2,126
SEG_00758,SOWETO EX LANGATA,36.733757,-1.3375613,36.7337023,-1.3378191,29.16,126
SEG_00759,SOWETO EX LANGATA,36.7337023,-1.3378191,36.7339108,-1.3378703,23.9,126
SEG_00760,SOWETO EX LANGATA,36.7339108,-1.3378703,36.7337925,-1.3383919,59.19,126
SEG_00761,SOWETO EX LANGATA,36.7337925,-1.3383919,36.7337091,-1.3388619,52.81,126
SEG_00762,SOWETO EX LANGATA,36.7337091,-1.3388619,36.733574,-1.3392962,50.33,127
SEG_00763,SOWETO EX LANGATA,36.733574,-1.3392962,36.7335049,-1.3396175,36.37,127
SEG_00764,SOWETO EX LANGATA,36.7449783,-1.3392816,36.7448149,-1.3398408,64.47,764
SEG_00765,KAREN HOSPITAL EX LANGATA,36.8031894,-1.3256286,36.802994,-1.3256911,22.82,765
SEG_00766,HARDY EX LANGATA,36.7918228,-1.3241206,36.7918228,-1.3241206,0.0,383
SEG_00767,HARDY EX LANGATA,36.7918228,-1.3241206,36.7919345,-1.3240586,14.2,383
SEG_00768,SOWETO EX LANGATA,36.7389908,-1.3446603,36.7379856,-1.3446214,111.99,768
SEG_00769,SOWETO EX LANGATA,36.7379856,-1.3446214,36.7367829,-1.3446173,133.91,769
SEG_00770,SOWETO EX LANGATA,36.7422724,-1.327032,36.7423441,-1.327347,35.75,192
SEG_00771,SOWETO EX LANGATA,36.7423441,-1.327347,36.7422741,-1.327932,65.18,192
SEG_00772,SOWETO EX LANGATA,36.7422741,-1.327932,36.742208,-1.3283835,50.49,193
SEG_00773,SOWETO EX LANGATA,36.742208,-1.3283835,36.742092,-1.3291863,89.73,193
SEG_00774,KUWINDA EX LANGATA,36.7776415,-1.3206203,36.7776415,-1.3206203,0.0,387
SEG_00775,KUWINDA EX LANGATA,36.7776415,-1.3206203,36.7776645,-1.3206956,8.71,387
SEG_00776,SOWETO EX LANGATA,36.7435873,-1.3720367,36.7420134,-1.3722195,176.39,194
SEG_00777,SOWETO EX LANGATA,36.7420134,-1.3722195,36.7415134,-1.3722891,56.2,194
SEG_00778,SOWETO EX LANGATA,36.7415134,-1.3722891,36.7409247,-1.3723729,66.19,194
SEG_00779,SOWETO EX LANGATA,36.7409247,-1.3723729,36.7402612,-1.3724305,74.14,194
SEG_00780,SOWETO EX LANGATA,36.7436438,-1.3720303,36.7446834,-1.3719122,116.47,390
SEG_00781,SOWETO EX LANGATA,36.7446834,-1.3719122,36.7450725,-1.3718688,43.58,390
SEG_00782,SOWETO EX LANGATA,36.7402612,-1.3724305,36.7402442,-1.3719362,54.71,391
SEG_00783,SOWETO EX LANGATA,36.7402442,-1.3719362,36.7402204,-1.3714821,50.3,391
SEG_00784,SOWETO EX LANGATA,36.7402612,-1.3724305,36.7402918,-1.3729626,58.97,196
SEG_00785,SOWETO EX LANGATA,36.7402918,-1.3729626,36.7403161,-1.3734627,55.39,196
SEG_00786,SOWETO EX LANGATA,36.7403161,-1.3734627,36.740343,-1.3740134,60.98,196
SEG_00787,SOWETO EX LANGATA,36.740343,-1.3740134,36.74037,-1.3745827,63.05,196
SEG_00788,SOWETO EX LANGATA,36.7401722,-1.3446941,36.7389908,-1.3446603,131.58,788
SEG_00789,NGEI EX LANGATA,36.7653905,-1.3259738,36.7655075,-1.326533,63.22,56
SEG_00790,NGEI EX LANGATA,36.7655075,-1.326533,36.7656019,-1.3270649,59.76,56
SEG_00791,NGEI EX LANGATA,36.7656019,-1.3270649,36.7656747,-1.3274468,43.01,56
SEG_00792,NGEI EX LANGATA,36.7656747,-1.3274468,36.765707,-1.3276541,23.21,56
SEG_00793,NGEI EX LANGATA,36.765707,-1.3276541,36.7656879,-1.3278507,21.85,56
SEG_00794,NGEI EX LANGATA,36.7656879,-1.3278507,36.765429,-1.3278589,28.83,56
SEG_00795,NGEI EX LANGATA,36.765429,-1.3278589,36.7649239,-1.3278031,56.57,56
SEG_00796,NGEI EX LANGATA,36.7649239,-1.3278031,36.7643899,-1.3277431,59.82,56
SEG_00797,NGEI EX LANGATA,36.7643899,-1.3277431,36.7638473,-1.3276831,60.77,56
SEG_00798,NGEI EX LANGATA,36.7638473,-1.3276831,36.7633125,-1.3275718,60.81,57
SEG_00799,NGEI EX LANGATA,36.7633125,-1.3275718,36.7628375,-1.3275353,53.03,57
SEG_00800,NGEI EX LANGATA,36.7628375,-1.3275353,36.7624171,-1.3274572,47.6,57
SEG_00801,NGEI EX LANGATA,36.7624171,-1.3274572,36.7619269,-1.3273886,55.09,57
SEG_00802,NGEI EX LANGATA,36.7619269,-1.3273886,36.7613767,-1.3273106,61.86,57
SEG_00803,NDALATI EX LANGATA,36.7788355,-1.31546,36.7795013,-1.3155314,74.54,267
SEG_00804,NDALATI EX LANGATA,36.7795013,-1.3155314,36.7801284,-1.315491,69.96,268
SEG_00805,NDALATI EX LANGATA,36.7801284,-1.315491,36.7806301,-1.3154232,56.36,268
SEG_00806,NDALATI EX LANGATA,36.7806301,-1.3154232,36.7805281,-1.3153143,16.55,806
SEG_00807,SOWETO EX LANGATA,36.7260897,-1.3342513,36.7259823,-1.3339065,39.97,161
SEG_00808,SOWETO EX LANGATA,36.7259823,-1.3339065,36.7259309,-1.3335997,34.42,161
SEG_00809,SOWETO EX LANGATA,36.7259309,-1.3335997,36.7258111,-1.3330408,63.24,161
SEG_00810,SOWETO EX LANGATA,36.7258111,-1.3330408,36.7257289,-1.3327128,37.42,162
SEG_00811,SOWETO EX LANGATA,36.7257289,-1.3327128,36.7257289,-1.3327128,0.0,162
SEG_00812,SOWETO EX LANGATA,36.7260904,-1.3342532,36.7260897,-1.3342513,0.23,812
SEG_00813,NDALATI EX LANGATA,36.78823,-1.3125026,36.7880857,-1.3125792,18.17,406
SEG_00814,NDALATI EX LANGATA,36.7880857,-1.3125792,36.7879192,-1.3126677,20.96,407
SEG_00815,SOWETO EX LANGATA,36.7607514,-1.357976,36.7607757,-1.3587353,84.03,815
SEG_00816,SOWETO EX LANGATA,36.7612143,-1.3444435,36.7618907,-1.3442953,77.07,272
SEG_00817,SOWETO EX LANGATA,36.7618907,-1.3442953,36.7624874,-1.3441353,68.74,272
SEG_00818,SOWETO EX LANGATA,36.7624874,-1.3441353,36.7625072,-1.3439682,18.62,272
SEG_00819,SOWETO EX LANGATA,36.7455292,-1.3372935,36.7454216,-1.337689,45.36,163
SEG_00820,SOWETO EX LANGATA,36.7454216,-1.337689,36.7452447,-1.3383449,75.18,164
SEG_00821,SOWETO EX LANGATA,36.7452447,-1.3383449,36.7451904,-1.3385895,27.72,164
SEG_00822,SOWETO EX LANGATA,36.7451904,-1.3385895,36.7451295,-1.3387865,22.82,164
SEG_00823,SOWETO EX LANGATA,36.7451295,-1.3387865,36.7449783,-1.3392816,57.3,164
SEG_00824,NDALATI EX LANGATA,36.7876715,-1.31416,36.7876652,-1.3142133,5.94,412
SEG_00825,NDALATI EX LANGATA,36.7876652,-1.3142133,36.7877532,-1.3142134,9.8,412
SEG_00826,SOWETO EX LANGATA,36.7261451,-1.3343131,36.7269586,-1.3344418,91.68,413
SEG_00827,SOWETO EX LANGATA,36.7269586,-1.3344418,36.727126,-1.3344668,18.84,413
SEG_00828,SOWETO EX LANGATA,36.7638045,-1.3606167,36.7637678,-1.3606633,6.58,828
SEG_00829,SOWETO EX LANGATA,36.7546549,-1.3543166,36.7545916,-1.3541789,16.78,829
SEG_00830,SOWETO EX LANGATA,36.7372633,-1.335989,36.7372075,-1.3363856,44.31,103
SEG_00831,SOWETO EX LANGATA,36.7372075,-1.3363856,36.7370914,-1.3370255,71.95,103
SEG_00832,SOWETO EX LANGATA,36.7370914,-1.3370255,36.7371449,-1.3373503,36.42,104
SEG_00833,SOWETO EX LANGATA,36.7371449,-1.3373503,36.7369368,-1.3383419,112.11,104
SEG_00834,SOWETO EX LANGATA,36.7369368,-1.3383419,36.736709,-1.3394211,122.04,104
SEG_00835,SOWETO EX LANGATA,36.736709,-1.3394211,36.7365122,-1.3403643,106.61,104
SEG_00836,SOWETO EX LANGATA,36.7365122,-1.3403643,36.7363074,-1.3413598,112.46,104
SEG_00837,SOWETO EX LANGATA,36.7363074,-1.3413598,36.7363042,-1.3413741,1.61,104
SEG_00838,SOWETO EX LANGATA,36.7608319,-1.3527855,36.7607553,-1.3524056,42.88,167
SEG_00839,SOWETO EX LANGATA,36.7607553,-1.3524056,36.7607084,-1.3518884,57.44,167
SEG_00840,SOWETO EX LANGATA,36.7607084,-1.3518884,36.7616409,-1.349693,264.11,168
SEG_00841,SOWETO EX LANGATA,36.7616409,-1.349693,36.7616893,-1.3493996,32.9,168
SEG_00842,SOWETO EX LANGATA,36.7616893,-1.3493996,36.7615211,-1.3492361,26.03,168
SEG_00843,NDALATI EX LANGATA,36.7774872,-1.3165144,36.777472,-1.3157624,83.2,84
SEG_00844,NDALATI EX LANGATA,36.777472,-1.3157624,36.7772271,-1.315751,27.29,84
SEG_00845,NDALATI EX LANGATA,36.7772271,-1.315751,36.7766501,-1.3155312,68.68,84
SEG_00846,NDALATI EX LANGATA,36.7766501,-1.3155312,36.7760405,-1.3153519,70.7,84
SEG_00847,NDALATI EX LANGATA,36.7760405,-1.3153519,36.7761708,-1.3149631,45.39,84
SEG_00848,NDALATI EX LANGATA,36.7761708,-1.3149631,36.7762399,-1.3147404,25.81,84
SEG_00849,NDALATI EX LANGATA,36.7762399,-1.3147404,36.7769903,-1.31512,93.5,84
SEG_00850,NDALATI EX LANGATA,36.7769903,-1.31512,36.777419,-1.3151902,48.36,85
SEG_00851,NDALATI EX LANGATA,36.777419,-1.3151902,36.7774643,-1.3148801,34.68,85
SEG_00852,NDALATI EX LANGATA,36.7774643,-1.3148801,36.7774185,-1.3146846,22.22,85
SEG_00853,SOWETO EX LANGATA,36.7462868,-1.3782902,36.7458375,-1.3781691,51.78,284
SEG_00854,SOWETO EX LANGATA,36.7458375,-1.3781691,36.7454398,-1.3780866,45.21,284
SEG_00855,SOWETO EX LANGATA,36.7454398,-1.3780866,36.74516,-1.3791319,119.75,285
SEG_00856,SOWETO EX LANGATA,36.7460845,-1.3564738,36.746116,-1.35671,26.36,214
SEG_00857,SOWETO EX LANGATA,36.746116,-1.35671,36.746171,-1.3571303,46.9,214
SEG_00858,SOWETO EX LANGATA,36.746171,-1.3571303,36.746227,-1.3575562,47.52,214
SEG_00859,SOWETO EX LANGATA,36.746227,-1.3575562,36.7462593,-1.3578011,27.32,214
SEG_00860,SOWETO EX LANGATA,36.7462593,-1.3578011,36.7464106,-1.3589513,128.34,860
SEG_00861,NDALATI EX LANGATA,36.7762602,-1.3139696,36.7759871,-1.3138865,31.75,287
SEG_00862,NDALATI EX LANGATA,36.7759871,-1.3138865,36.7756114,-1.3137981,42.96,287
SEG_00863,NDALATI EX LANGATA,36.7756114,-1.3137981,36.7756525,-1.3138081,4.71,287
SEG_00864,NDALATI EX LANGATA,36.7809705,-1.3206487,36.7812329,-1.3201404,63.36,864
SEG_00865,SOWETO EX LANGATA,36.7458405,-1.3542093,36.7458829,-1.3546361,47.44,216
SEG_00866,SOWETO EX LANGATA,36.7458829,-1.3546361,36.7458991,-1.3547963,17.81,216
SEG_00867,SOWETO EX LANGATA,36.7458991,-1.3547963,36.7459692,-1.3554966,77.86,216
SEG_00868,SOWETO EX LANGATA,36.7459692,-1.3554966,36.74601,-1.3559049,45.39,217
SEG_00869,KUWINDA EX LANGATA,36.7721736,-1.3193729,36.7721854,-1.3194461,8.21,869
SEG_00870,KUWINDA EX LANGATA,36.780369,-1.3297215,36.7802165,-1.3293999,39.42,31
SEG_00871,KUWINDA EX LANGATA,36.7802165,-1.3293999,36.7800615,-1.3290708,40.29,31
SEG_00872,KUWINDA EX LANGATA,36.7800615,-1.3290708,36.7799189,-1.3287597,37.9,31
SEG_00873,KUWINDA EX LANGATA,36.7799189,-1.3287597,36.7797949,-1.3284547,36.45,31
SEG_00874,KUWINDA EX LANGATA,36.7797949,-1.3284547,36.7795959,-1.328067,48.26,31
SEG_00875,KUWINDA EX LANGATA,36.7795959,-1.328067,36.7794357,-1.3277064,43.7,31
SEG_00876,KUWINDA EX LANGATA,36.7794357,-1.3277064,36.7793099,-1.3274587,30.77,31
SEG_00877,KUWINDA EX LANGATA,36.7793099,-1.3274587,36.779103,-1.3269884,56.89,31
SEG_00878,KUWINDA EX LANGATA,36.779103,-1.3269884,36.7789971,-1.326788,25.11,31
SEG_00879,KUWINDA EX LANGATA,36.7789971,-1.326788,36.7788049,-1.3263541,52.54,31
SEG_00880,KUWINDA EX LANGATA,36.7788049,-1.3263541,36.7786,-1.3259866,46.62,31
SEG_00881,KUWINDA EX LANGATA,36.7786,-1.3259866,36.778451,-1.3256233,43.47,31
SEG_00882,KUWINDA EX LANGATA,36.778451,-1.3256233,36.7782929,-1.3253072,39.15,31
SEG_00883,KUWINDA EX LANGATA,36.7782929,-1.3253072,36.7781167,-1.3249826,40.92,31
SEG_00884,KUWINDA EX LANGATA,36.7781167,-1.3249826,36.7779687,-1.3246687,38.43,31
SEG_00885,KUWINDA EX LANGATA,36.7779687,-1.3246687,36.7778211,-1.3243585,38.05,31
SEG_00886,KUWINDA EX LANGATA,36.7778211,-1.3243585,36.7776787,-1.3240589,36.73,31
SEG_00887,KUWINDA EX LANGATA,36.7776787,-1.3240589,36.7775538,-1.3237871,33.13,31
